gene	expression
ARPP21	0
ARSI	0
ARSJ	0
ART1	0
ART3	0
ART5	0
ASAP1-IT1	0
ASB10	0
ASB15	0
ASB17	0
ASB18	0
ASB4	0
ASB5	0
ASB9P1	0
ASCL2	0
ASCL3	0
ASCL4	0
ASIP	0
ASPG	0
ASPHD1	0
ASPN	0
ASTN1	0
ATOH1	0
ATOH7	0
ATOH8	0
ATP13A5	0
ATP2B2	0
ATP6V0CP3	0
ATP6V0D2	0
ATP6V1B1	0
ATP6V1G3	0
ATXN8OS	0
AVP	0
AVPR1A	0
AXDND1	0
AZGP1P1	0
B3GALT5	0
B3GAT1	0
B3GAT2	0
B3GNT3	0
B4GALNT2	0
BAAT	0
BAGE3	0
BANF2	0
BARHL1	0
BARHL2	0
BARX1	0
BARX2	0
BBOX1	0
BCAM	0
BCAR4	0
BCMO1	0
BDKRB1	0
BEST3	0
BET3L	0
BGLAP	0
BHLHA9	0
BHMT2	0
BICC1	0
BIRC8	0
BLID	0
BMP10	0
BMP3	0
BMP5	0
BMP7	0
BMPR1B	0
BNC1	0
BOC	0
BOK-AS1	0
BOLL	0
BPESC1	0
BPI	0
BPIFA1	0
BPIFA2	0
BPIFA3	0
BPIFA4P	0
BPIFB1	0
BPIFB3	0
BPIFB4	0
BPIFC	0
BRDT	0
BSN-AS2	0
BSPH1	0
BST1	0
BSX	0
BTBD16	0
BTBD17	0
BTC	0
BTF3P11	0
BTG4	0
BTNL2	0
BTNL8	0
C10orf107	0
C10orf113	0
C10orf120	0
C10orf122	0
C10orf129	0
C10orf136	0
C10orf27	0
C10orf40	0
C10orf47	0
C10orf53	0
C10orf55	0
C10orf62	0
C10orf67	0
C10orf71	0
C10orf81	0
C10orf82	0
C10orf96	0
C10orf99	0
C11orf16	0
C11orf20	0
C11orf21	0
C11orf34	0
C11orf40	0
C11orf52	0
C11orf53	0
C11orf70	0
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	0
C11orf91	0
C12orf36	0
C12orf39	0
C12orf40	0
C12orf50	0
C12orf56	0
C12orf68	0
C12orf69	0
C13orf33	0
C13orf35	0
C14orf162	0
C14orf165	0
C14orf166B	0
C14orf177	0
C14orf178	0
C14orf180	0
C14orf183	0
C14orf38	0
C14orf39	0
C14orf64	0
C15orf26	0
C15orf32	0
C15orf38-AP3S2	0
C15orf43	0
C15orf48	0
C15orf5	0
C15orf53	0
C15orf54	0
C15orf56	0
C15orf59	0
C15orf60	0
C16orf11	0
C16orf78	0
C16orf82	0
C16orf90	0
C16orf92	0
C17orf102	0
C17orf110	0
C17orf47	0
C17orf64	0
C17orf66	0
C17orf74	0
C17orf77	0
C17orf78	0
C17orf82	0
C17orf98	0
C18orf26	0
C18orf34	0
C18orf42	0
C18orf62	0
C18orf63	0
C19orf33	0
C19orf45	0
C19orf59	0
C19orf69	0
C19orf75	0
C1orf100	0
C1orf101	0
C1orf105	0
C1orf110	0
C1orf111	0
C1orf116	0
C1orf129	0
C1orf133	0
C1orf140	0
C1orf141	0
C1orf146	0
C1orf150	0
C1orf158	0
C1orf168	0
C1orf185	0
C1orf187	0
C1orf194	0
C1orf204	0
C1orf210	0
C1orf227	0
C1orf229	0
C1orf49	0
C1orf53	0
C1orf64	0
C1orf65	0
C1orf68	0
C1orf87	0
C1orf94	0
C1orf98	0
C1QA	0
C1QB	0
C1QC	0
C1QL2	0
C1QTNF1	0
C1QTNF3-AMACR	0
C1QTNF4	0
C1QTNF5	0
C1QTNF7	0
C1QTNF8	0
C1QTNF9	0
C2	0
C20orf141	0
C20orf151	0
C20orf160	0
C20orf166	0
C20orf173	0
C20orf195	0
C20orf197	0
C20orf201	0
C20orf202	0
C20orf79	0
C20orf85	0
C21orf54	0
C21orf88	0
C22orf31	0
C22orf42	0
C2CD4A	0
C2CD4B	0
C2CD4C	0
C2CD4D	0
C2orf40	0
C2orf50	0
C2orf53	0
C2orf55	0
C2orf57	0
C2orf66	0
C2orf70	0
C2orf73	0
C2orf77	0
C2orf80	0
C2orf82	0
C2orf83	0
C2orf84	0
C3AR1	0
C3orf22	0
C3orf27	0
C3orf30	0
C3orf32	0
C3orf36	0
C3orf45	0
C3orf49	0
C3orf51	0
C3orf55	0
C3orf65	0
C3orf72	0
C3orf77	0
C3orf79	0
C3P1	0
C4BPA	0
C4BPB	0
C4orf17	0
C4orf19	0
C4orf22	0
C4orf37	0
C4orf40	0
C4orf45	0
C4orf51	0
C5AR1	0
C5orf27	0
C5orf38	0
C5orf46	0
C5orf47	0
C5orf48	0
C5orf49	0
C5orf52	0
C5orf58	0
C5orf60	0
C5orf64	0
C6	0
C6orf10	0
C6orf118	0
C6orf123	0
C6orf132	0
C6orf15	0
C6orf195	0
C6orf201	0
C6orf221	0
C6orf25	0
C6orf58	0
C6orf7	0
C7orf10	0
C7orf45	0
C7orf62	0
C7orf65	0
C7orf66	0
C7orf69	0
C7orf71	0
C7orf72	0
C8A	0
C8B	0
C8G	0
C8orf12	0
C8orf22	0
C8orf34	0
C8orf4	0
C8orf44-SGK3	0
C8orf45	0
C8orf46	0
C8orf48	0
C8orf56	0
C8orf71	0
C8orf74	0
C8orf75	0
C8orf86	0
C8ORFK29	0
C9	0
C9orf106	0
C9orf11	0
C9orf131	0
C9orf135	0
C9orf152	0
C9orf153	0
C9orf170	0
C9orf171	0
C9orf174	0
C9orf24	0
C9orf47	0
C9orf50	0
C9orf53	0
C9orf57	0
C9orf71	0
C9orf84	0
C9orf96	0
CA1	0
CA10	0
CA14	0
CA6	0
CA7	0
CA8	0
CABP2	0
CABS1	0
CACHD1	0
CACNA1G	0
CACNA1I	0
CACNA1S	0
CACNA2D1	0
CACNA2D3	0
CACNG1	0
CACNG3	0
CACNG5	0
CACNG6	0
CACNG7	0
CADM2	0
CADPS	0
CAGE1	0
CALB1	0
CALB2	0
CALCA	0
CALCB	0
CALML3	0
CALML5	0
CALY	0
CAMK2A	0
CAMK2N1	0
CAP2	0
CAPN13	0
CAPN9	0
CAPNS2	0
CAPZA3	0
CARD10	0
CARD18	0
CARTPT	0
CASC1	0
CASC2	0
CASP12	0
CASP5	0
CASQ2	0
CATSPER1	0
CATSPER3	0
CATSPER4	0
CATSPERB	0
CAV3	0
CBLC	0
CBLN1	0
CBLN4	0
CCDC105	0
CCDC108	0
CCDC129	0
CCDC135	0
CCDC140	0
CCDC148	0
CCDC155	0
CCDC158	0
CCDC162P	0
CCDC168	0
CCDC169	0
CCDC169-SOHLH2	0
CCDC27	0
CCDC33	0
CCDC36	0
CCDC37	0
CCDC38	0
CCDC40	0
CCDC48	0
CCDC54	0
CCDC60	0
CCDC64B	0
CCDC70	0
CCDC8	0
CCDC83	0
CCDC85A	0
CCDC89	0
CCIN	0
CCK	0
CCKAR	0
CCKBR	0
CCL1	0
CCL11	0
CCL13	0
CCL14	0
CCL14-CCL15	0
CCL15	0
CCL16	0
CCL18	0
CCL2	0
CCL21	0
CCL23	0
CCL24	0
CCL26	0
CCL27	0
CCL3L3	0
CCL7	0
CCL8	0
CCNO	0
CCT8L2	0
CD163	0
CD163L1	0
CD164L2	0
CD177	0
CD1A	0
CD1B	0
CD1D	0
CD1E	0
CD2	0
CD207	0
CD248	0
CD300E	0
CD300LD	0
CD300LF	0
CD300LG	0
CD34	0
CD3D	0
CD3G	0
CD5L	0
CD8A	0
CD8B	0
CDA	0
CDC14C	0
CDC20B	0
CDC42EP5	0
CDCP2	0
CDH10	0
CDH13	0
CDH16	0
CDH18	0
CDH19	0
CDH20	0
CDH3	0
CDH4	0
CDH5	0
CDH6	0
CDH8	0
CDH9	0
CDHR3	0
CDHR4	0
CDK15	0
CDKL4	0
CDO1	0
CDRT15	0
CDRT15L2	0
CDRT4	0
CDRT7	0
CDS1	0
CDSN	0
CDX1	0
CEACAM16	0
CEACAM18	0
CEACAM20	0
CEACAM3	0
CEACAM5	0
CEACAM7	0
CEACAM8	0
CECR3	0
CELA1	0
CELA2A	0
CELA3A	0
CELA3B	0
CELF3	0
CELP	0
CER1	0
CERS3	0
CES1	0
CES1P2	0
CES5A	0
CES5AP1	0
CETN1	0
CETN4P	0
CFB	0
CFC1	0
CFC1B	0
CFHR1	0
CFHR2	0
CFHR3	0
CFHR4	0
CFHR5	0
CFI	0
CGA	0
CGB1	0
CGB2	0
CGB5	0
CGB7	0
CH25H	0
CHAT	0
CHGB	0
CHIA	0
CHKB-CPT1B	0
CHN2	0
CHP2	0
CHRD	0
CHRDL2	0
CHRM1	0
CHRM2	0
CHRM3	0
CHRM5	0
CHRNA1	0
CHRNA9	0
CHRNB3	0
CHRND	0
CHST1	0
CHST13	0
CHST8	0
CHST9	0
CHSY3	0
CIB3	0
CIB4	0
CIDEA	0
CIDEC	0
CITED4	0
CKLF-CMTM1	0
CLCA1	0
CLCA2	0
CLCA3P	0
CLCNKB	0
CLDN1	0
CLDN11	0
CLDN17	0
CLDN19	0
CLDN22	0
CLDN24	0
CLDN25	0
CLDN3	0
CLDN5	0
CLDN8	0
CLDN9	0
CLEC10A	0
CLEC12A	0
CLEC12B	0
CLEC14A	0
CLEC18A	0
CLEC18C	0
CLEC1A	0
CLEC1B	0
CLEC2A	0
CLEC3A	0
CLEC4D	0
CLEC4E	0
CLEC4F	0
CLEC4G	0
CLEC4GP1	0
CLEC5A	0
CLEC6A	0
CLEC7A	0
CLIC3	0
CLPS	0
CLRN1	0
CLRN1-AS1	0
CLRN2	0
CLRN3	0
CLVS2	0
CMA1	0
CMTM2	0
CMTM5	0
CMTM8	0
CNBD1	0
CNDP1	0
CNFN	0
CNGA3	0
CNGB1	0
CNGB3	0
CNIH2	0
CNIH3	0
CNRIP1	0
CNTF	0
CNTFR	0
CNTN1	0
CNTN2	0
CNTN3	0
CNTN5	0
CNTN6	0
CNTNAP2	0
CNTNAP5	0
COBL	0
COBLL1	0
COL12A1	0
COL13A1	0
COL14A1	0
COL15A1	0
COL17A1	0
COL1A2	0
COL20A1	0
COL21A1	0
COL23A1	0
COL25A1	0
COL27A1	0
COL3A1	0
COL6A2	0
COL6A5	0
COL8A1	0
COLEC12	0
CORO2B	0
CORT	0
COX4I2	0
COX6A2	0
COX7A1	0
COX7B2	0
COX8C	0
CPA1	0
CPA3	0
CPA6	0
CPB1	0
CPB2	0
CPLX2	0
CPLX4	0
CPM	0
CPN1	0
CPN2	0
CPNE4	0
CPS1-IT1	0
CPSF4L	0
CPVL	0
CRB1	0
CRCT1	0
CREG2	0
CRH	0
CRHBP	0
CRHR1	0
CRISP1	0
CRISP2	0
CRISP3	0
CRISPLD2	0
CRLF1	0
CRP	0
CRTAC1	0
CRYAA	0
CRYBA1	0
CRYBA2	0
CRYBA4	0
CRYGA	0
CRYGB	0
CRYGC	0
CRYGD	0
CRYGN	0
CSDC2	0
CSF2	0
CSF3	0
CSF3R	0
CSH1	0
CSH2	0
CSHL1	0
CSMD2	0
CSN1S1	0
CSN1S2AP	0
CSN1S2BP	0
CSN2	0
CSN3	0
CSRNP3	0
CSRP3	0
CST1	0
CST11	0
CST2	0
CST4	0
CST5	0
CST6	0
CST7	0
CST8	0
CST9	0
CST9L	0
CSTL1	0
CSTT	0
CT62	0
CTF1	0
CTHRC1	0
CTLA4	0
CTRB1	0
CTRB2	0
CTRC	0
CTSE	0
CTSG	0
CTSL1P8	0
CTSL3	0
CTTNBP2	0
CTXN2	0
CTXN3	0
CWH43	0
CX3CR1	0
CXCL1	0
CXCL11	0
CXCL17	0
CXCL2	0
CXCL3	0
CXCL6	0
CXCR1	0
CYCSP52	0
CYLC2	0
CYMP	0
CYP11B1	0
CYP17A1	0
CYP19A1	0
CYP24A1	0
CYP26B1	0
CYP26C1	0
CYP2A13	0
CYP2A6	0
CYP2A7	0
CYP2B6	0
CYP2B7P1	0
CYP2C19	0
CYP2C9	0
CYP2G1P	0
CYP2W1	0
CYP39A1	0
CYP3A43	0
CYP3A7	0
CYP46A1	0
CYP4A11	0
CYP4A22	0
CYP4B1	0
CYP4F11	0
CYP4F22	0
CYP4F30P	0
CYP4F8	0
CYP4X1	0
CYP4Z1	0
CYP4Z2P	0
CYP7A1	0
CYP8B1	0
CYSLTR2	0
CYTL1	0
CYYR1	0
D21S2088E	0
DAB2	0
DACT2	0
DAGLA	0
DAO	0
DAOA	0
DAOA-AS1	0
DAPL1	0
DAZL	0
DBC1	0
DBIL5P2	0
DBX1	0
DBX2	0
DCD	0
DCDC1	0
DCDC2	0
DCDC5	0
DCLK2	0
DCLK3	0
DCN	0
DCST1	0
DDC	0
DDI1	0
DDO	0
DDX11L9	0
DDX25	0
DDX4	0
DEFA1	0
DEFA10P	0
DEFA1B	0
DEFA3	0
DEFA4	0
DEFA5	0
DEFA6	0
DEFB1	0
DEFB103A	0
DEFB103B	0
DEFB104B	0
DEFB105A	0
DEFB105B	0
DEFB106B	0
DEFB107A	0
DEFB107B	0
DEFB108B	0
DEFB109P1	0
DEFB110	0
DEFB112	0
DEFB113	0
DEFB114	0
DEFB115	0
DEFB116	0
DEFB118	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB130	0
DEFB131	0
DEFB132	0
DEFB133	0
DEFB134	0
DEFB135	0
DEFB136	0
DEFB4A	0
DEFB4B	0
DEFT1P	0
DEFT1P2	0
DENND2A	0
DGCR10	0
DGCR5	0
DGCR9	0
DGKB	0
DHRS7C	0
DIO2	0
DIO3	0
DIO3OS	0
DIRC1	0
DISC2	0
DKFZP434A062	0
DKFZP434H168	0
DKFZp434J0226	0
DKFZP434K028	0
DKFZP434L187	0
DKFZp434L192	0
DKFZp451B082	0
DKFZp566F0947	0
DKFZp686K1684	0
DKFZp686O1327	0
DKFZp779M0652	0
DKK1	0
DKK2	0
DLEC1	0
DLEU7	0
DLX3	0
DLX5	0
DMBX1	0
DMP1	0
DMRT1	0
DMRT2	0
DMRT3	0
DMRTA1	0
DMRTA2	0
DMRTB1	0
DNAH11	0
DNAH12	0
DNAH5	0
DNAI1	0
DNAJB13	0
DNAJB3	0
DNAJB7	0
DNAJB8-AS1	0
DNAJC22	0
DNAJC25-GNG10	0
DNAJC5G	0
DNASE2B	0
DNM3OS	0
DNTT	0
DOC2B	0
DOCK1	0
DOK5	0
DOK7	0
DPEP1	0
DPP10	0
DPP6	0
DPPA2	0
DPPA5	0
DPRX	0
DPT	0
DPY19L2P1	0
DPY19L2P4	0
DPYS	0
DPYSL5	0
DRD1	0
DRD3	0
DRD5	0
DRGX	0
DSCAM	0
DSCAM-AS1	0
DSCR10	0
DSCR4	0
DSCR6	0
DSCR8	0
DSCR9	0
DSPP	0
DUOXA1	0
DUOXA2	0
DUSP27	0
DUSP6	0
DUX4	0
DUX4L2	0
DUX4L3	0
DUX4L4	0
DUX4L5	0
DUX4L7	0
DYDC1	0
DYDC2	0
DYNC1I1	0
DYNLRB2	0
DYTN	0
DYX1C1	0
EBF3	0
EBLN1	0
ECEL1	0
ECEL1P2	0
ECRP	0
ECSCR	0
EDAR	0
EDDM3A	0
EDDM3B	0
EDN3	0
EDNRB	0
EEF1DP3	0
EFCAB1	0
EFCAB3	0
EFEMP1	0
EFHD1	0
EFNA2	0
EFNB3	0
EGFL8	0
EGFLAM	0
EIF4E1B	0
ELANE	0
ELAVL4	0
ELF5	0
ELMOD1	0
ELN	0
ELOVL2	0
ELSPBP1	0
ELTD1	0
EMCN	0
EMID2	0
EMILIN3	0
EMR3	0
EMX2OS	0
EN1	0
EN2	0
ENHO	0
ENKUR	0
ENPP1	0
ENPP3	0
ENPP7	0
EPB42	0
EPGN	0
EPHA1	0
EPHA10	0
EPHA5	0
EPHA6	0
EPHB3	0
EPHX4	0
EPS8L3	0
EPYC	0
EREG	0
ERG	0
ERN2	0
ERVV-1	0
ERVV-2	0
ESM1	0
ESPNP	0
ESR1	0
ESRG	0
ESRRG	0
ESYT3	0
ETV1	0
EVPL	0
EVPLL	0
EXD1	0
EXOC3L2	0
EXOC3L4	0
EXTL1	0
EYA1	0
EYA4	0
F11	0
F2	0
F3	0
F7	0
FABP1	0
FABP12	0
FABP2	0
FABP4	0
FABP5P3	0
FABP7	0
FABP9	0
FADS6	0
FAIM2	0
FAM110C	0
FAM123A	0
FAM123C	0
FAM124A	0
FAM124B	0
FAM125B	0
FAM131B	0
FAM131C	0
FAM135B	0
FAM138A	0
FAM138B	0
FAM138C	0
FAM138D	0
FAM138E	0
FAM149A	0
FAM150A	0
FAM153A	0
FAM153B	0
FAM153C	0
FAM154A	0
FAM159B	0
FAM162B	0
FAM163A	0
FAM163B	0
FAM166A	0
FAM166B	0
FAM170B	0
FAM177B	0
FAM180A	0
FAM180B	0
FAM181A	0
FAM181B	0
FAM183A	0
FAM184A	0
FAM187B	0
FAM189A2	0
FAM194B	0
FAM196A	0
FAM198A	0
FAM19A1	0
FAM19A3	0
FAM19A4	0
FAM19A5	0
FAM201A	0
FAM20C	0
FAM24A	0
FAM24B-CUZD1	0
FAM25A	0
FAM25B	0
FAM25C	0
FAM26D	0
FAM26E	0
FAM27L	0
FAM3B	0
FAM3D	0
FAM43B	0
FAM46B	0
FAM47E	0
FAM47E-STBD1	0
FAM55A	0
FAM55B	0
FAM55D	0
FAM58BP	0
FAM59A	0
FAM5B	0
FAM5C	0
FAM66A	0
FAM66E	0
FAM69C	0
FAM70B	0
FAM71B	0
FAM71C	0
FAM71D	0
FAM71F1	0
FAM71F2	0
FAM74A1	0
FAM74A2	0
FAM74A3	0
FAM74A4	0
FAM75A1	0
FAM75A2	0
FAM75A3	0
FAM75A4	0
FAM75A5	0
FAM75A6	0
FAM75A7	0
FAM75C1	0
FAM75C2	0
FAM75D3	0
FAM75D4	0
FAM75D5	0
FAM81B	0
FAM83E	0
FAM83F	0
FAM84A	0
FAM84B	0
FAM99A	0
FAM99B	0
FANK1	0
FAP	0
FASLG	0
FAT3	0
FAT4	0
FBLN7	0
FBP2	0
FBXL21	0
FBXO47	0
FBXW10	0
FCAR	0
FCER1A	0
FCGR1A	0
FCGR1B	0
FCGR1C	0
FCN2	0
FCRL1	0
FCRL3	0
FCRL6	0
FER1L5	0
FER1L6-AS1	0
FERD3L	0
FETUB	0
FEZF1	0
FFAR3	0
FGA	0
FGB	0
FGF1	0
FGF10	0
FGF12	0
FGF19	0
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	0
FGF6	0
FGF7	0
FGFBP1	0
FGFBP2	0
FGG	0
FGL1	0
FHL5	0
FIBIN	0
FIGLA	0
FIGN	0
FIGNL2	0
FKBP1A-SDCBP2	0
FKBP6	0
FKSG29	0
FLG2	0
FLJ11235	0
FLJ16341	0
FLJ20518	0
FLJ22447	0
FLJ22763	0
FLJ23152	0
FLJ25328	0
FLJ25363	0
FLJ25758	0
FLJ26245	0
FLJ30838	0
FLJ31485	0
FLJ31662	0
FLJ32063	0
FLJ33534	0
FLJ33581	0
FLJ34503	0
FLJ35424	0
FLJ36777	0
FLJ37505	0
FLJ39080	0
FLJ40194	0
FLJ41200	0
FLJ41350	0
FLJ41649	0
FLJ42280	0
FLJ42289	0
FLJ42351	0
FLJ42393	0
FLJ42709	0
FLJ42875	0
FLJ42969	0
FLJ43879	0
FLJ44054	0
FLJ44511	0
FLJ45079	0
FLJ45983	0
FLJ46066	0
FLJ46257	0
FLJ46300	0
FLJ46361	0
FLRT2	0
FLRT3	0
FMO1	0
FMO2	0
FMO3	0
FMO6P	0
FMO9P	0
FNDC1	0
FNDC4	0
FNDC5	0
FNDC7	0
FOLH1	0
FOLH1B	0
FOLR3	0
FOLR4	0
FOXA1	0
FOXB1	0
FOXB2	0
FOXC2	0
FOXD4L1	0
FOXD4L2	0
FOXD4L5	0
FOXE1	0
FOXE3	0
FOXF1	0
FOXG1	0
FOXI1	0
FOXI2	0
FOXI3	0
FOXL1	0
FOXL2	0
FOXN4	0
FOXQ1	0
FOXR1	0
FOXS1	0
FPR1	0
FPR2	0
FREM1	0
FREM2	0
FREM3	0
FRG2B	0
FRG2C	0
FRMD1	0
FRMD5	0
FRZB	0
FSCB	0
FSCN3	0
FSHR	0
FST	0
FTLP10	0
FTMT	0
FUT1	0
FXYD1	0
FXYD3	0
FXYD4	0
FXYD6-FXYD2	0
FXYD7	0
FZD10	0
G6PC	0
G6PC2	0
GAB4	0
GABBR2	0
GABRA1	0
GABRA2	0
GABRA5	0
GABRA6	0
GABRB1	0
GABRD	0
GABRG1	0
GABRG2	0
GABRP	0
GABRR1	0
GABRR3	0
GAD2	0
GALNT13	0
GALNT9	0
GALNTL2	0
GALNTL5	0
GALNTL6	0
GALP	0
GALR1	0
GAP43	0
GAS1	0
GAS2L2	0
GAST	0
GATA5	0
GATA6	0
GBA3	0
GBX1	0
GBX2	0
GC	0
GCK	0
GCKR	0
GCM1	0
GCM2	0
GCNT3	0
GDA	0
GDAP1L1	0
GDEP	0
GDF10	0
GDF2	0
GDF3	0
GDF5	0
GDF6	0
GDNF	0
GDPD4	0
GFAP	0
GFI1B	0
GFRA1	0
GFRA2	0
GFRA4	0
GFRAL	0
GGT5	0
GGT6	0
GGT8P	0
GGTA1P	0
GH2	0
GHRH	0
GHRHR	0
GHSR	0
GIF	0
GIP	0
GIPC2	0
GJA10	0
GJA5	0
GJA8	0
GJA9-MYCBP	0
GJB4	0
GJB5	0
GJB6	0
GJD2	0
GJD4	0
GK2	0
GKN1	0
GKN2	0
GLI3	0
GLIPR1L1	0
GLP1R	0
GLP2R	0
GLRA1	0
GLRA3	0
GLRB	0
GLT6D1	0
GLYAT	0
GLYATL1	0
GLYATL2	0
GLYCAM1	0
GML	0
GNA14	0
GNAO1	0
GNAT1	0
GNAT3	0
GNG13	0
GNGT1	0
GNLY	0
GNRH2	0
GOLGA6B	0
GOLGA6C	0
GOLGA6L1	0
GOLGA6L6	0
GOLGA7B	0
GOLGA8C	0
GOLGA8E	0
GOLGA8G	0
GOLGA8IP	0
GOLT1A	0
GOT1L1	0
GP5	0
GP6	0
GP9	0
GPAT2	0
GPC6	0
GPCRLTM7	0
GPHA2	0
GPHB5	0
GPR1	0
GPR110	0
GPR116	0
GPR12	0
GPR126	0
GPR128	0
GPR139	0
GPR142	0
GPR144	0
GPR148	0
GPR149	0
GPR151	0
GPR156	0
GPR161	0
GPR17	0
GPR171	0
GPR179	0
GPR182	0
GPR20	0
GPR21	0
GPR22	0
GPR25	0
GPR27	0
GPR31	0
GPR32	0
GPR33	0
GPR37	0
GPR37L1	0
GPR39	0
GPR4	0
GPR45	0
GPR52	0
GPR6	0
GPR61	0
GPR77	0
GPR78	0
GPR88	0
GPRC5A	0
GPRC5B	0
GPRC5D	0
GPRC6A	0
GPRIN2	0
GPX2	0
GPX5	0
GPX6	0
GRAMD2	0
GRB14	0
GREB1L	0
GREM1	0
GREM2	0
GRIA1	0
GRIA2	0
GRID2	0
GRIK1	0
GRIK1-AS1	0
GRIK2	0
GRIK3	0
GRK1	0
GRM2	0
GRM5	0
GRM7	0
GRP	0
GRXCR1	0
GRXCR2	0
GSC	0
GSC2	0
GSDMC	0
GSG1	0
GSG1L	0
GSTA1	0
GSTA2	0
GSTA3	0
GSTA5	0
GSTA7P	0
GSTT2	0
GSTTP1	0
GSTTP2	0
GSX1	0
GTF2A1L	0
GTSF1L	0
GUCA1A	0
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	0
GUCY2D	0
GUCY2E	0
GUCY2GP	0
GYLTL1B	0
GYPB	0
GYS2	0
GZMA	0
GZMB	0
GZMK	0
GZMM	0
H1FNT	0
H1FOO	0
H2AFY2	0
HABP2	0
HAL	0
HAMP	0
HAND1	0
HAO1	0
HAO2	0
HAP1	0
HAPLN1	0
HAPLN4	0
HAS1	0
HAS2	0
HAS2-AS1	0
HBB	0
HBD	0
HBM	0
HBQ1	0
HBZ	0
HCG23	0
HCG4B	0
HCG9	0
HCN1	0
HCN4	0
HCRTR2	0
HDC	0
HEATR7B2	0
HEATR8	0
HELT	0
HEMGN	0
HEPACAM	0
HEPACAM2	0
HEPN1	0
HES3	0
HFM1	0
HGC6.3	0
HGD	0
HGFAC	0
HHATL	0
HHIP	0
HHIPL2	0
HHLA1	0
HIGD1C	0
HIST1H1A	0
HIST1H1B	0
HIST1H1T	0
HIST1H2AA	0
HIST1H2AD	0
HIST1H2BA	0
HIST1H2BF	0
HIST1H3B	0
HIST1H4A	0
HIST1H4D	0
HIST1H4F	0
HIST1H4G	0
HMGB4	0
HMGCLL1	0
HMGCS2	0
HNF1A-AS1	0
HNRNPCL1	0
HOGA1	0
HORMAD1	0
HOTAIR	0
HOTTIP	0
HOXA10	0
HOXA10-HOXA9	0
HOXA11	0
HOXA13	0
HOXA2	0
HOXA3	0
HOXA5	0
HOXA7	0
HOXA9	0
HOXB1	0
HOXB13	0
HOXB8	0
HOXC10	0
HOXC11	0
HOXC12	0
HOXC13	0
HOXC5	0
HOXC8	0
HOXC9	0
HOXD1	0
HOXD10	0
HOXD11	0
HOXD12	0
HOXD13	0
HOXD3	0
HOXD4	0
HOXD8	0
HOXD9	0
HP	0
HPCA	0
HPGD	0
HPGDS	0
HPN	0
HPR	0
HPVC1	0
HPYR1	0
HR	0
HRASLS	0
HRASLS5	0
HRCT1	0
HRH1	0
HRH2	0
HRH4	0
HS3ST2	0
HS3ST5	0
HSD11B1	0
HSD17B2	0
HSD17B3	0
HSD3B1	0
HSD3B2	0
HSD3BP4	0
HSD52	0
HSFY1P1	0
HSPB2	0
HSPB2-C11orf52	0
HSPB3	0
HSPB6	0
HSPB8	0
HSPC072	0
HTA	0
HTN1	0
HTN3	0
HTR1A	0
HTR1B	0
HTR1D	0
HTR1E	0
HTR1F	0
HTR3A	0
HTR3B	0
HTR3C	0
HTR3D	0
HTR3E	0
HTR4	0
HTR5A	0
HTR7	0
HTRA4	0
HULC	0
HYALP1	0
HYDIN	0
HYI	0
IAPP	0
IBSP	0
ICOS	0
ID4	0
IDO1	0
IDO2	0
IFI27	0
IFLTD1	0
IFNA10	0
IFNA13	0
IFNA14	0
IFNA16	0
IFNA17	0
IFNA21	0
IFNA22P	0
IFNA4	0
IFNA5	0
IFNA6	0
IFNA7	0
IFNA8	0
IFNB1	0
IFNE	0
IFNK	0
IFNW1	0
IGDCC3	0
IGFBP1	0
IGFBP7	0
IGFBPL1	0
IGFL1	0
IGFL2	0
IGFL3	0
IGFL4	0
IGFN1	0
IGSF11	0
IGSF23	0
IGSF5	0
IGSF6	0
IHH	0
IL17A	0
IL17F	0
IL17RD	0
IL1F10	0
IL1RL1	0
IL20	0
IL20RA	0
IL21	0
IL22	0
IL25	0
IL27	0
IL28A	0
IL28B	0
IL29	0
IL3	0
IL31	0
IL33	0
IL34	0
IL36A	0
IL36B	0
IL36G	0
IL36RN	0
IL37	0
IL5	0
IL6	0
IL9	0
IMPG1	0
INHA	0
INHBB	0
INSC	0
INS-IGF2	0
INSL4	0
INSL5	0
INSL6	0
INSM1	0
INSM2	0
IQCA1	0
IQCF1	0
IQCF2	0
IQCF3	0
IQCF4	0
IQCF5	0
IQCF6	0
IQCJ	0
IQCJ-SCHIP1	0
IQSEC3	0
IRGC	0
IRX1	0
IRX2	0
IRX6	0
ISL1	0
ITGA11	0
ITGA9	0
ITGB6	0
ITGBL1	0
ITIH2	0
ITLN1	0
ITPK1-AS1	0
IYD	0
IZUMO1	0
IZUMO2	0
JMJD7-PLA2G4B	0
JPH1	0
KAAG1	0
KANK4	0
KBTBD10	0
KBTBD11	0
KBTBD12	0
KBTBD5	0
KC6	0
KCNA10	0
KCNA4	0
KCNB1	0
KCNB2	0
KCNC2	0
KCND3	0
KCNE1	0
KCNE4	0
KCNF1	0
KCNG4	0
KCNH6	0
KCNIP1	0
KCNIP3	0
KCNJ12	0
