chrom	start	end	size	num_data	min	max	mean	median	sum	name	norm_sum	percentile
chr15	25324204	25324298	94	94	2	3	2.52	2.84	236.52	SNORD116-13	2.51617021276596	0.417056074766355
chr15	25325288	25325382	94	44	0.12	1	0.41	0.12	18.08	SNORD116-14	0.192340425531915	0.014018691588785
chr15	25326433	25326527	94	94	2.44	3	2.8	2.88	262.8	SNORD116-15	2.79574468085106	0.488317757009346
chr15	25327914	25328008	94	94	3	3.92	3.51	3.76	330	SNORD116-16	4.70353477765108	0.671728971962617
chr15	25328734	25328828	94	69	0.6	1	0.77	0.76	53	SNORD116-17	0.269035532994924	0.018107476635514
chr15	25330531	25330625	94	94	3.76	4	3.94	4	370	SNORD116-18	1.85	0.114485981308411
chr15	25328734	25328828	94	69	0.6	1	0.77	0.76	53	SNORD116-19	0.269035532994924	0.018107476635514
chr15	25310172	25310270	98	98	0.24	2	1.74	2	170.72	SNORD116-2	1.00423529411765	0.0391355140186916
chr15	25333950	25334044	94	0	0	0	0	0	0	SNORD116-21	0	0.00408878504672897
chr15	25335069	25335163	94	94	2	3.52	2.73	3	257	SNORD116-22	2.53152088258471	0.425233644859813
chr15	25344645	25344743	98	98	2.04	4	3.27	3.16	320.16	SNORD116-26	3.00225056264066	0.519859813084112
chr15	25346721	25346815	94	94	2	3.32	2.5	2.72	234.88	SNORD116-27	1.01241379310345	0.0408878504672897
chr15	25351667	25351752	85	85	1.24	3	2.58	2.96	219.48	SNORD116-29	1.40584166026134	0.0560747663551402
chr15	25353415	25353500	85	85	2	3.04	2.89	3	246	SNORD116-30	1.83035714285714	0.107476635514019
chr15	25307479	25307576	97	71	0.6	2	1.51	2	107	SNORD116-5	0.382361349342481	0.0216121495327103
chr15	25310172	25310270	98	98	0.24	2	1.74	2	170.72	SNORD116-6	1.00423529411765	0.0391355140186916
chr15	25307479	25307576	97	71	0.6	2	1.51	2	107	SNORD116-7	0.382361349342481	0.0216121495327103
chr15	25315578	25315675	97	97	0.24	1.16	0.79	1	76.72	SNORD116-8	0.256760374832664	0.0151869158878505
chr15	66795149	66795249	100	100	5	7	6.26	6.5	625.84	SNORD16	1.37089284149654	0.0549065420560748
chr15	66794360	66794430	70	70	3.8	4.96	4.41	4.8	309	SNORD18B	3.35869565217391	0.567757009345794
chr15	66793590	66793657	67	67	0.24	2	1.68	2	112.68	SNORD18C	1.68179104477612	0.0829439252336449
chr15	101821715	101835488	13773	11635	0.04	9	2.92	2.84	33930	SNRPA1	2.29349736379613	0.315420560747664
chr15	25068784	25223871	155087	130346	0.04	37.76	2.37	2	309268	SNRPN	2.81434161434161	0.491822429906542
chr15	75890424	75918720	28296	21796	0.08	9.96	2.05	1.88	44639.96	SNUPN	1.97646131640234	0.136682242990654
chr15	25200040	25223871	23831	21496	0.04	10.08	2.55	2.04	54893	SNURF	2.73876166242578	0.474299065420561
chr15	64388083	64436434	48351	42534	0.04	11.92	2.79	2.36	118495.4	SNX1	2.55131243745274	0.433411214953271
chr15	64443916	64449681	5765	5290	0.36	7	2.23	2	11774	SNX22	2.6518018018018	0.454439252336449
chr15	75941348	75950969	9621	9621	0.36	11	4.84	4.72	46527.56	SNX33	4.64810789210789	0.664719626168224
chr15	45315302	45367288	51986	43661	0.04	9.76	2.54	2	110768	SORD	2.26360003302378	0.294392523364486
chr15	100884662	100890924	6262	6262	0.52	13.76	6.25	5.92	39146.56	SPATA41	5.16991019545695	0.716121495327103
chr15	45694519	45713617	19098	16448	0.04	11	2.51	2	41240	SPATA5L1	2.15038064448848	0.227803738317757
chr15	97326637	97328846	2209	2159	0.16	6	2.77	2.64	5975.68	SPATA8	4.84142982143436	0.679906542056075
chr15	97315235	97326568	11333	10033	0.08	7	2.85	2.6	28579.2	SPATA8-AS1	2.7841402825134	0.48481308411215
chr15	69222839	69239151	16312	16162	0.04	21.64	6.04	5.28	97550.52	SPESP1	7.12567713659606	0.836448598130841
chr15	44854894	44955877	100983	86708	0.04	10.64	2.45	2	212260.24	SPG11	2.22849514069761	0.269859813084112
chr15	65255362	65282285	26923	23198	0.04	8.64	2.28	2	52895.44	SPG21	2.54672315840154	0.43107476635514
chr15	41136246	41149854	13608	12358	0.04	11.36	3.04	2.42	37551	SPINT1	2.76150904544786	0.481308411214953
chr15	50999737	51057911	58174	44038	0.04	8	2.18	2	96112	SPPL2A	2.03556046532905	0.155373831775701
chr15	38545052	38649451	104399	97549	0.04	14.24	3.17	3	308995.24	SPRED1	3.074143922294	0.529205607476635
chr15	42140344	42186276	45932	45382	0.08	15	4.95	4.52	224598.88	SPTBN5	7.14266705846585	0.837616822429907
chr15	45923346	45983493	60147	50447	0.04	11.4	2.26	2	114089.76	SQRDL	2.13947717811199	0.220794392523364
chr15	40327891	40331404	3513	3063	0.12	6	2.47	2	7568	SRP14	2.12107623318386	0.205607476635514
chr15	40331512	40359711	28199	27124	0.04	10.48	3.28	3	89098.56	SRP14-AS1	2.21511914102706	0.26285046728972
chr15	80191182	80216097	24915	23115	0.04	10.44	3.12	2.92	72207	ST20	2.88721750395854	0.503504672897196
chr15	80215113	80217197	2084	1859	0.28	8.6	3.23	3.08	5996.44	ST20-AS1	1.72261993679977	0.0922897196261682
chr15	80135889	80215449	79560	73335	0.04	12.36	2.95	2.76	216689.88	ST20-MTHFS	2.5749513386332	0.440420560747664
chr15	92937140	93011959	74819	74544	0.12	20.4	7.48	7.16	557438.24	ST8SIA2	8.35075936662023	0.904205607476635
chr15	81605007	81616525	11518	10818	0.04	8.56	3.1	3	33559	STARD5	2.59383212243005	0.445093457943925
chr15	42867857	43013197	145340	122990	0.04	9	2.36	2	290661.36	STARD9	2.0079532982064	0.147196261682243
chr15	74275559	74286964	11405	10780	0.04	10.8	2.9	2.32	31209	STOML1	2.22670764910358	0.268691588785047
chr15	74471808	74502047	30239	29364	0.04	18.6	4.83	4.36	141736	STRA6	4.53018825710359	0.654205607476635
chr15	43891761	43910999	19238	19163	0.28	21.28	7.55	7.32	144635.88	STRC	8.16141140463336	0.896028037383178
chr15	91642818	91844540	201722	194447	0.04	33.12	6.8	6.08	1321556.16	SV2B	6.90173537191957	0.828271028037383
chr15	99645286	99675801	30515	30340	0.08	16.6	6.16	5.8	186836.16	SYNM	5.2820295351922	0.724299065420561
chr15	102193955	102264646	70691	60050	0.04	9	2.56	2.04	153735	TARSL2	2.39780082663963	0.364485981308411
chr15	74165927	74181557	15630	15505	0.24	19.76	7.01	6.16	108756.04	TBC1D21	9.25347060325023	0.935747663551402
chr15	78287327	78369995	82668	76568	0.04	12	2.73	2.32	209022	TBC1D2B	2.10992245589313	0.196261682242991
chr15	57210833	57583460	372627	338827	0.04	11.16	2.7	2.28	914002	TCF12	2.42909270662524	0.389018691588785
chr15	45248900	45271422	22522	20847	0.04	12	4.05	3.8	84369.36	TERB2	4.12767564648003	0.625
chr15	56657622	56738196	80574	70499	0.04	9	2.5	2.04	176288.44	TEX9	2.71087867138244	0.467289719626168
chr15	43524793	43559056	34263	32288	0.04	18.44	4.3	3.88	138826.68	TGM5	4.58364468392797	0.660046728971963
chr15	43568479	43594454	25975	24050	0.24	22.2	6.2	5.76	149228.88	TGM7	7.90826073131956	0.883177570093458
chr15	71173681	71184773	11092	10342	0.04	10.08	3.17	3	32810	THAP10	3.04955125774238	0.525700934579439
chr15	39873280	39891122	17842	17817	0.68	30.44	8.82	8.12	157137.08	THBS1	8.46917537997197	0.906542056074766
chr15	71433788	72075723	641935	621285	0.04	24.92	6.75	6.2	4192075.8	THSD4	7.29707890262552	0.843457943925234
chr15	71459151	71481399	22248	16598	0.04	16.96	5.68	5.26	94241.64	THSD4-AS1	6.73154571428571	0.821261682242991
chr15	71981040	71983879	2839	2839	1.32	16.52	10.34	10.68	29365.96	THSD4-AS2	8.27443223443223	0.90303738317757
chr15	90118818	90171254	52436	46579	0.04	8.44	2.45	2	114133.96	TICRR	2.39034011895786	0.35981308411215
chr15	66629008	66649055	20047	14317	0.04	10	2.03	2	29008.76	TIPIN	1.48833090483715	0.0630841121495327
chr15	29991571	30261003	269432	255232	0.04	34.72	4.26	3.84	1086447.64	TJP1	5.06266374650512	0.704439252336449
chr15	70340130	70390257	50127	44177	0.04	10.52	2.61	2	115180	TLE3	2.16734345186796	0.235981308411215
chr15	62939510	63136830	197320	192895	0.04	22.6	5.94	5.6	1145478	TLN2	6.01240821125452	0.783878504672897
chr15	102173180	102192595	19415	17470	0.04	8.64	2.83	2.4	49393.2	TM2D3	2.32165452408931	0.331775700934579
chr15	83776324	83806112	29788	26763	0.08	10	3.02	2.88	80797	TM6SF1	2.41298593009726	0.375
chr15	81624760	81666419	41659	41034	0.04	18.8	5.34	5	219068.44	TMC3	6.01225238082169	0.782710280373832
chr15	81616674	81735418	118744	116969	0.04	19.48	5.91	5.36	690840.68	TMC3-AS1	6.23333646124695	0.800233644859813
chr15	38226808	38243624	16816	16666	0.04	14.2	4.61	4	76817.92	TMCO5A	5.29324634589359	0.728971962616822
chr15	33528677	33539757	11080	11055	0.68	16.2	6.96	6.72	76937.64	TMCO5B	8.91720445062587	0.922897196261682
chr15	79603404	79677062	73658	64937	0.04	10	2.54	2.04	164941.32	TMED3	2.08338158393331	0.188084112149533
chr15	72690668	72700709	10041	10041	0.08	28.6	8.79	8.72	88278.56	TMEM202	8.60414814814815	0.912383177570093
chr15	76352299	76497305	145006	137626	0.04	24.52	6.03	5.28	829573.76	TMEM266	6.11947035695581	0.789719626168224
chr15	43425722	43477342	51620	43295	0.04	10.88	2.36	2	102217	TMEM62	2.1803911764731	0.240654205607477
chr15	42502650	42565783	63133	54325	0.04	7.72	2.31	2	125611	TMEM87A	2.13944338465731	0.219626168224299
chr15	52043758	52108559	64801	56359	0.04	16.24	3.05	2.6	171891	TMOD2	2.71372791961261	0.468457943925234
chr15	52121825	52204332	82507	71707	0.04	10	2.52	2	180633	TMOD3	2.1393173058338	0.218457943925234
chr15	51348799	51397474	48675	47175	0.04	37.16	7.8	6	367935.56	TNFAIP8L3	7.36387769659193	0.849299065420561
chr15	43699412	43802708	103296	87721	0.04	13.68	2.66	2	233054.36	TP53BP1	2.48215353810761	0.405373831775701
chr15	63334838	63364114	29276	28551	0.04	36.76	6.9	5.04	197072.48	TPM1	6.19335260842238	0.795560747663551
chr15	45028560	45060028	31468	26743	0.04	12.08	3.23	2.96	86294	TRIM69	2.8005711874858	0.490654205607477
chr15	64680003	64747503	67500	54625	0.04	10.72	2.28	2	124782.68	TRIP4	2.07416639517024	0.184579439252336
chr15	31293264	31453477	160213	153538	0.04	16.96	4.29	4	657974.24	TRPM1	4.04566840747895	0.617990654205608
chr15	50849356	50979013	129657	106894	0.04	11.6	2.33	2	248949	TRPM7	2.11863267263841	0.204439252336449
chr15	77336360	77363571	27211	25161	0.04	13	2.95	2.72	74115.84	TSPAN3	2.05806444446913	0.169392523364486
chr15	43036542	43213008	176466	148758	0.04	23.68	2.41	2	358418	TTBK2	2.31802718888645	0.329439252336449
chr15	99676528	99791432	114904	102879	0.04	18.64	2.63	2.08	271017.68	TTC23	2.25142395352168	0.287383177570093
chr15	90792764	90802321	9557	9457	0.16	21.72	7.87	7.32	74470	TTLL13P	8.544056906838	0.908878504672897
chr15	43663257	43699297	36040	29740	0.04	9	2.21	2	65849.48	TUBGCP4	1.65069387345834	0.0747663551401869
chr15	22833395	22873892	40497	33397	0.04	9	2.29	2	76628.8	TUBGCP5	2.26833224794269	0.295560747663551
chr15	41851220	41871537	20317	20067	0.12	37.24	7.24	6.2	145314.16	TYRO3	7.34095276584996	0.84696261682243
chr15	76551630	76552494	864	814	0.36	9	3.47	3	2823.72	TYRO3P	1.90977708040255	0.120327102803738
chr15	70946893	71055851	108958	97833	0.04	25.92	4.77	4.2	466814	UACA	4.66212585764364	0.667056074766355
chr15	65385342	65398698	13356	9231	0.12	5.84	2.04	2	18828.56	UBAP1L	1.54814668640026	0.0689252336448598
chr15	76135627	76193389	57762	52187	0.04	10.72	2.71	2.16	141559.48	UBE2Q2	2.23072627142094	0.273364485981308
chr15	84841242	84850986	9744	9394	0.04	11.56	4.13	3.76	38816.2	UBE2Q2L	5.28687006265323	0.725467289719626
chr15	85070427	85114027	43600	41700	0.04	11.96	3.49	3	145608.44	UBE2Q2P1	4.13578095265146	0.627336448598131
chr15	83023841	83084342	60501	49659	0.04	13.28	2.63	2	130610.92	UBE2Q2P2	3.55666331180997	0.588785046728972
chr15	25582396	25684176	101780	92675	0.04	10	2.84	2.48	263440	UBE3A	2.84242454584219	0.494158878504673
chr15	74738318	74753530	15212	13962	0.04	9.32	2.83	3	39579.04	UBL7	2.43548934955227	0.391355140186916
chr15	74753606	74773634	20028	16353	0.08	7.88	2.52	2	41237.76	UBL7-AS1	2.14018895303577	0.22196261682243
chr15	43235098	43398287	163189	134314	0.04	11.2	2.23	2	299015	UBR1	2.06227140282044	0.171728971962617
chr15	75128457	75135553	7096	6468	0.2	5.96	2.07	2	13357.16	ULK3	2.4066954954955	0.370327102803738
chr15	32698812	32727251	28439	27389	0.12	15.56	3.97	3.72	108784.8	ULK4P1	7.43268652637333	0.856892523364486
chr15	32698812	32727251	28439	27389	0.12	15.56	3.97	3.72	108784.8	ULK4P2	7.43268652637333	0.856892523364486
chr15	32698801	32727066	28265	27215	0.12	15.56	3.97	3.72	108179.48	ULK4P3	7.41819104436673	0.853971962616822
chr15	54305101	54920807	615706	548181	0.04	17	2.66	2.16	1458112.48	UNC13C	3.17807383652238	0.54088785046729
chr15	91473410	91497324	23914	19989	0.04	7.48	2.25	2	45016.12	UNC45A	2.12893309598712	0.211448598130841
chr15	63796710	63886840	90130	81040	0.04	12.84	2.69	2.08	218116	USP3	2.19024953557263	0.245327102803738
chr15	63879909	63893027	13118	12666	0.2	8.96	3.16	3	40012	USP3-AS1	2.23643172544855	0.276869158878505
chr15	50792759	50838903	46144	41544	0.04	13	3.22	3	133926.72	USP50	3.47502374169041	0.582943925233645
chr15	50716574	50793281	76707	66307	0.04	8.6	2.37	2	156900	USP8	2.07361395625454	0.183411214953271
chr15	101811114	101817726	6612	5937	0.2	15	3.52	2.72	20870	VIMP	2.30949693468783	0.323598130841121
chr15	62144590	62352665	208075	171435	0.04	9.96	2.45	2	419408.2	VPS13C	2.19751121264199	0.247663551401869
chr15	41186628	41196174	9546	8049	0.12	8	2.62	2	21126.68	VPS18	2.46092880007082	0.399532710280374
chr15	91541646	91565852	24206	19306	0.04	9	2.37	2	45831.8	VPS33B	2.0341662598198	0.154205607476636
chr15	42450899	42500525	49626	44001	0.04	10.36	2.51	2.04	110379	VPS39	2.31412218541658	0.325934579439252
chr15	65871096	65903628	32532	28154	0.08	8	2.43	2	68469	VWA9	1.9565299390315	0.129672897196262
chr15	102501016	102516809	15793	15393	0.04	18.28	3.48	3	53542.52	WASH3P	2.48560976742027	0.407710280373832
chr15	78575578	78592069	16491	15666	0.04	7.92	2.77	2.6	43390.36	WDR61	2.11299537375213	0.198598130841121
chr15	53805938	54055076	249138	232013	0.04	18.2	3.97	3.6	920321.04	WDR72	4.81301697042596	0.678738317757009
chr15	85184726	85197575	12849	11049	0.04	8.64	2.68	2	29644.6	WDR73	2.35948742438714	0.343457943925234
chr15	44119112	44160618	41506	33756	0.04	14	2.19	2	74018.72	WDR76	2.16270913075237	0.230140186915888
chr15	90234028	90286870	52842	51192	0.04	22.48	6.51	6	333267.4	WDR93	7.6028666044325	0.871495327102804
chr15	83478380	83503614	25234	22584	0.04	10.28	3.22	3	72817	WHAMM	2.72604003348353	0.470794392523364
chr15	32812049	32825943	13894	12119	0.04	14.04	3.74	3	45355	WHAMMP1	4.59105172588319	0.661214953271028
chr15	28982729	29003509	20780	19655	0.08	15.48	4.8	4	94374.16	WHAMMP2	4.68966956604704	0.669392523364486
chr15	23187729	23208358	20629	19104	0.08	15.4	4.36	3.84	83370.48	WHAMMP3	5.30177933227345	0.730140186915888
chr15	80351910	80430736	78826	71976	0.04	9.72	2.78	2.48	200113.8	ZFAND6	2.25084696195982	0.285046728971963
chr15	41099274	41106768	7494	6476	0.08	7.64	2.31	2	14969	ZFYVE19	2.12451602647804	0.207943925233645
chr15	42704635	42783396	78761	66611	0.04	8.52	2.37	2	158116.24	ZNF106	2.12230866285469	0.206775700934579
chr15	56922374	57026285	103911	92786	0.04	10.52	2.57	2	238106.8	ZNF280D	2.4379901950746	0.393691588785047
chr15	85291818	85349664	57846	50571	0.04	33	2.49	2	125852.6	ZNF592	2.51957157157157	0.419392523364486
chr15	64791619	64978267	186648	158881	0.04	15	2.48	2	394574	ZNF609	2.20231855907749	0.253504672897196
chr15	90544723	90625433	80710	68910	0.04	10.2	2.52	2	173768.52	ZNF710	2.07611225940573	0.185747663551402
chr15	35270542	35280498	9956	9273	0.32	9.52	3.38	3	31343.84	ZNF770	3.08047567567568	0.531542056074766
chr15	90895477	90904716	9239	7591	0.04	9.04	2.39	2	18114.32	ZNF774	2.39532632670225	0.360981308411215
chr15	85144249	85166948	22699	21173	0.04	10.56	2.98	2.76	63185.56	ZSCAN2	3.13342722539053	0.538551401869159
chr15	43650370	43662259	11889	10809	0.04	7.12	2.91	2.88	31426	ZSCAN29	2.26853389157583	0.296728971962617
chr15	66797421	66841823	44402	36227	0.08	8.52	2.17	2	78527.28	ZWILCH	2.05827427133571	0.170560747663551
