#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	score	name2	cdsStartStat	cdsEndStat
1116	NM_001013414	chr11	+	69715317	69727326	69715399	69726833	29	0	Neurl4	cmpl	cmpl
1116	NM_001291118	chr11	+	69715317	69727326	69715399	69726833	29	0	Neurl4	cmpl	cmpl
1116	NM_001291119	chr11	+	69715317	69727326	69715399	69726833	28	0	Neurl4	cmpl	cmpl
1116	NM_019726	chr11	+	69727693	69730093	69727841	69730005	10	0	Gps2	cmpl	cmpl
1117	NM_016875	chr11	+	69749400	69755101	69749476	69754598	9	0	Ybx2	cmpl	cmpl
1117	NM_009204	chr11	-	69755787	69761692	69756870	69761483	11	0	Slc2a4	cmpl	cmpl
1117	NM_001193619	chr11	+	69778280	69781388	69779428	69781219	5	0	Cldn7	cmpl	cmpl
1117	NM_016887	chr11	+	69778922	69781388	69779428	69781219	4	0	Cldn7	cmpl	cmpl
1117	NM_001253700	chr11	-	69781726	69793832	69781927	69793344	7	0	Elp5	cmpl	cmpl
1117	NM_018740	chr11	-	69781726	69794737	69781927	69793761	9	0	Elp5	cmpl	cmpl
1117	NM_026017	chr11	+	69794669	69804102	69794985	69803539	8	0	Ctdnep1	cmpl	cmpl
1117	NM_019749	chr11	+	69804871	69808451	69805214	69808026	4	0	Gabarap	cmpl	cmpl
1117	NM_001291125	chr11	+	69809267	69813513	69809521	69812954	5	0	Phf23	cmpl	cmpl
1117	NM_030064	chr11	+	69809267	69813513	69809521	69812954	5	0	Phf23	cmpl	cmpl
1117	NM_001291126	chr11	+	69810442	69813513	69812033	69812954	5	0	Phf23	cmpl	cmpl
1117	NM_001291127	chr11	+	69810963	69813513	69812033	69812954	4	0	Phf23	cmpl	cmpl
1117	NM_007888	chr11	+	69814127	69823611	69814334	69823094	15	0	Dvl2	cmpl	cmpl
1117	NM_017366	chr11	-	69823684	69828930	69823797	69828826	20	0	Acadvl	cmpl	cmpl
1117	NR_029758	chr11	+	69825544	69825633	69825633	69825633	1	0	Mir324	unk	unk
1117	NM_001109752	chr11	+	69832106	69859033	69832421	69858197	20	0	Dlg4	cmpl	cmpl
1117	NM_007864	chr11	+	69832106	69859033	69832421	69858197	20	0	Dlg4	cmpl	cmpl
1118	NM_001291131	chr11	+	69867625	69871397	69868401	69871145	9	0	Asgr1	cmpl	cmpl
1118	NM_001291132	chr11	+	69867856	69871397	69868401	69871145	8	0	Asgr1	cmpl	cmpl
1118	NM_009714	chr11	+	69867856	69871397	69868401	69871145	9	0	Asgr1	cmpl	cmpl
1118	NM_001313925	chr11	+	69906145	69919688	69906571	69919383	9	0	Asgr2	cmpl	cmpl
1118	NM_001313926	chr11	+	69906145	69919688	69906571	69919383	9	0	Asgr2	cmpl	cmpl
1118	NM_001313927	chr11	+	69906145	69919688	69910748	69919383	8	0	Asgr2	cmpl	cmpl
1118	NM_007493	chr11	+	69906145	69919688	69906571	69919383	9	0	Asgr2	cmpl	cmpl
1118	NM_145137	chr11	+	69943858	69951044	69947656	69950615	10	0	Mgl2	cmpl	cmpl
1118	NM_001204252	chr11	+	69980124	69984338	69981445	69984076	10	0	Clec10a	cmpl	cmpl
1118	NM_010796	chr11	+	69980124	69984338	69981445	69984076	10	0	Clec10a	cmpl	cmpl
1119	NM_153081	chr11	+	70027411	70029916	70028012	70029868	5	0	Slc16a11	cmpl	cmpl
1119	NM_172371	chr11	-	70030293	70034496	70031217	70034179	4	0	Slc16a13	cmpl	cmpl
1119	NM_007528	chr11	-	70037628	70043300	70039528	70042661	9	0	Bcl6b	cmpl	cmpl
1119	NR_106178	chr11	-	70048193	70048318	70048318	70048318	1	0	Mir497b	unk	unk
1119	NR_030444	chr11	+	70048218	70048302	70048302	70048302	1	0	Mir497	unk	unk
1119	NR_029581	chr11	+	70048543	70048637	70048637	70048637	1	0	Mir195a	unk	unk
1119	NM_001177601	chr11	-	70048705	70051416	70048905	70051306	6	0	0610010K14Rik	cmpl	cmpl
1119	NM_001177603	chr11	-	70048705	70051416	70048905	70051306	5	0	0610010K14Rik	cmpl	cmpl
1119	NM_001177606	chr11	-	70048705	70051416	70048905	70051306	4	0	0610010K14Rik	cmpl	cmpl
1119	NM_001177607	chr11	-	70048705	70051416	70049499	70051306	4	0	0610010K14Rik	cmpl	cmpl
1119	NM_026757	chr11	-	70048705	70051416	70048961	70051306	5	0	0610010K14Rik	cmpl	cmpl
1119	NM_145758	chr11	-	70048705	70051416	70048961	70051306	6	0	0610010K14Rik	cmpl	cmpl
1119	NM_173742	chr11	-	70051624	70053354	70051830	70053235	3	0	Rnasek	cmpl	cmpl
1119	NM_007440	chr11	-	70054956	70068843	70055886	70068774	14	0	Alox12	cmpl	cmpl
1120	NM_145684	chr11	-	70129114	70136020	70129372	70135958	14	0	Alox12e	cmpl	cmpl
1120	NM_009660	chr11	-	70157648	70165533	70158044	70165507	14	0	Alox15	cmpl	cmpl
1120	NM_029231	chr11	-	70206382	70223533	70206431	70223514	17	0	Pelp1	cmpl	cmpl
1120	NM_001271358	chr11	+	70246081	70254330	70246232	70253759	15	0	Arrb2	cmpl	cmpl
1120	NM_001271359	chr11	+	70246081	70254330	70246232	70253759	16	0	Arrb2	cmpl	cmpl
1120	NM_001271360	chr11	+	70246081	70254330	70246232	70253759	16	0	Arrb2	cmpl	cmpl
1120	NM_145429	chr11	+	70246081	70254330	70246232	70253759	15	0	Arrb2	cmpl	cmpl
1120	NR_106064	chr11	+	70251756	70251820	70251820	70251820	1	0	Mir7115	unk	unk
1121	NM_025397	chr11	+	70265432	70267228	70265480	70266741	3	0	Med11	cmpl	cmpl
1121	NM_023158	chr11	-	70267735	70273486	70268905	70272949	5	0	Cxcl16	cmpl	cmpl
1121	NM_001029929	chr11	+	70273123	70279701	70274071	70279588	14	0	Zmynd15	cmpl	cmpl
1121	NM_029360	chr11	+	70318775	70324686	70318832	70324358	5	0	Tm4sf5	cmpl	cmpl
1121	NM_001013607	chr11	-	70327017	70328118	70327069	70328104	3	0	Vmo1	cmpl	cmpl
1121	NM_146020	chr11	+	70332710	70334238	70332719	70334010	3	0	Gltpd2	cmpl	cmpl
1121	NM_008946	chr11	+	70338858	70341360	70338898	70341081	6	0	Psmb6	cmpl	cmpl
1121	NM_001302476	chr11	+	70353773	70359900	70354347	70357783	10	0	Pld2	cmpl	cmpl
1121	NM_001302475	chr11	+	70353773	70371612	70354347	70371065	25	0	Pld2	cmpl	cmpl
1121	NM_008876	chr11	+	70353773	70371612	70354347	70371065	25	0	Pld2	cmpl	cmpl
1122	NM_009603	chr11	-	70428384	70432696	70428474	70432677	12	0	Chrne	cmpl	cmpl
1122	NM_001145537	chr11	+	70429395	70430392	70429440	70430300	4	0	4930544D05Rik	cmpl	cmpl
1122	NM_010326	chr11	+	70452623	70455557	70452911	70455116	2	0	Gp1ba	cmpl	cmpl
1122	NM_024211	chr11	-	70457528	70460541	70458267	70460364	8	0	Slc25a11	cmpl	cmpl
1122	NM_001316728	chr11	+	70460788	70464916	70463018	70464716	10	0	Rnf167	cmpl	cmpl
1122	NM_027445	chr11	+	70460788	70464916	70461370	70464716	9	0	Rnf167	cmpl	cmpl
1122	NM_011072	chr11	-	70465348	70468152	70465625	70467982	3	0	Pfn1	cmpl	cmpl
1122	NM_001136062	chr11	+	70470677	70476015	70471375	70475934	12	0	Eno3	cmpl	cmpl
1122	NM_001276285	chr11	+	70470677	70476015	70471375	70475934	12	0	Eno3	cmpl	cmpl
1122	NM_007933	chr11	+	70470677	70476015	70471375	70475934	12	0	Eno3	cmpl	cmpl
1122	NM_001167669	chr11	-	70477270	70482918	70477612	70482783	7	0	Spag7	cmpl	cmpl
1122	NM_172561	chr11	-	70477270	70482918	70477612	70482783	7	0	Spag7	cmpl	cmpl
1122	NM_001190376	chr11	-	70482964	70501607	70483700	70499879	23	0	Camta2	cmpl	cmpl
1122	NM_001190378	chr11	-	70482964	70501607	70483700	70499879	22	0	Camta2	cmpl	cmpl
1122	NM_001190379	chr11	-	70482964	70501607	70483700	70499879	21	0	Camta2	cmpl	cmpl
1122	NM_178116	chr11	-	70482964	70501607	70483700	70499879	23	0	Camta2	cmpl	cmpl
1122	NM_001252482	chr11	-	70501862	70513657	70502107	70509409	7	0	Inca1	cmpl	cmpl
1122	NM_001252483	chr11	-	70501862	70513657	70502107	70509409	7	0	Inca1	cmpl	cmpl
1122	NM_001252484	chr11	-	70501862	70513657	70502107	70509409	7	0	Inca1	cmpl	cmpl
1122	NM_001252485	chr11	-	70501862	70513657	70502107	70503993	8	0	Inca1	cmpl	cmpl
1122	NM_213729	chr11	-	70501862	70513657	70502107	70509409	7	0	Inca1	cmpl	cmpl
1123	NR_105890	chr11	+	70519491	70519561	70519561	70519561	1	0	Mir6925	unk	unk
1123	NM_177565	chr11	+	70577948	70586431	70584718	70586212	2	0	Zfp3	cmpl	cmpl
1123	NM_001045526	chr11	-	70604433	70626063	70604937	70614303	5	0	Scimp	cmpl	cmpl
1124	NM_001291141	chr11	+	70658262	70756607	70658476	70753985	17	0	Rabep1	cmpl	cmpl
1124	NM_001291142	chr11	+	70658262	70756607	70658476	70753985	17	0	Rabep1	cmpl	cmpl
1124	NM_001291143	chr11	+	70658262	70756607	70698355	70753985	19	0	Rabep1	cmpl	cmpl
1124	NM_019400	chr11	+	70658262	70756607	70658476	70753985	18	0	Rabep1	cmpl	cmpl
1125	NM_001252413	chr11	+	70783701	70791435	70784008	70791189	6	0	Rpain	cmpl	cmpl
1125	NM_001252414	chr11	+	70783701	70791435	70784008	70791167	4	0	Rpain	cmpl	cmpl
1125	NM_001252415	chr11	+	70783701	70791435	70784008	70788531	7	0	Rpain	cmpl	cmpl
1125	NM_027186	chr11	+	70783701	70791435	70784008	70791189	7	0	Rpain	cmpl	cmpl
1125	NM_007573	chr11	-	70791347	70796528	70791596	70796452	6	0	C1qbp	cmpl	cmpl
1125	NM_178367	chr11	-	70797592	70817934	70800620	70817880	12	0	Dhx33	cmpl	cmpl
1125	NM_001291147	chr11	-	70820941	70832805	70823822	70829239	7	0	Derl2	cmpl	cmpl
1125	NM_001291148	chr11	-	70820941	70832805	70823822	70832738	7	0	Derl2	cmpl	cmpl
1125	NM_033562	chr11	-	70820941	70832805	70823822	70832738	7	0	Derl2	cmpl	cmpl
1125	NM_001291146	chr11	-	70820941	70833343	70823822	70829239	7	0	Derl2	cmpl	cmpl
1125	NM_025993	chr11	+	70833112	70840636	70838644	70839265	3	0	Mis12	cmpl	cmpl
1125	NM_134022	chr11	-	70845442	70847119	70846538	70846904	2	0	6330403K07Rik	cmpl	cmpl
1126	NM_001162414	chr11	-	70966603	71014958	70969501	71014800	14	0	Nlrp1b	cmpl	cmpl
1127	NR_027858	chr11	-	71055931	71098734	71098734	71098734	13	0	Nlrp1c-ps	unk	unk
1132	NR_045942	chr11	-	71741972	71753624	71753624	71753624	5	0	4930401O10Rik	unk	unk
1133	NM_053245	chr11	-	71842223	71851011	71842755	71850960	6	0	Aipl1	cmpl	cmpl
1133	NM_144526	chr11	+	71856003	71860872	71856551	71859875	6	0	Fam64a	cmpl	cmpl
1133	NM_001024927	chr11	-	71861029	71949391	71864556	71949177	20	0	Pitpnm3	cmpl	cmpl
1133	NM_001081641	chr11	-	71861029	71949391	71864556	71949177	19	0	Pitpnm3	cmpl	cmpl
1134	NM_028963	chr11	-	71967598	72016873	71968822	72016006	19	0	4933427D14Rik	cmpl	cmpl
1134	NM_026559	chr11	+	72021055	72023989	72021125	72022985	4	0	Txndc17	cmpl	cmpl
1134	NM_026068	chr11	-	72025225	72029094	72025386	72028490	4	0	Med31	cmpl	cmpl
1134	NM_001163728	chr11	+	72028639	72031952	72028832	72029222	1	0	4930563E22Rik	cmpl	cmpl
1134	NM_001004148	chr11	-	72055495	72080106	72057006	72080067	12	0	Slc13a5	cmpl	cmpl
1134	NR_045922	chr11	+	72080345	72082058	72082058	72082058	2	0	1700051A21Rik	unk	unk
1135	NM_001037713	chr11	+	72115130	72127235	72115179	72125508	6	0	Xaf1	cmpl	cmpl
1135	NM_001291153	chr11	+	72115130	72127235	72115179	72125508	4	0	Xaf1	cmpl	cmpl
1135	NM_001099688	chr11	+	72127945	72132921	72130325	72132713	4	0	Fbxo39	cmpl	cmpl
1135	NM_001282007	chr11	-	72158218	72174798	72158265	72173370	8	0	Tekt1	cmpl	cmpl
1135	NM_011569	chr11	-	72158218	72175384	72158265	72173370	8	0	Tekt1	cmpl	cmpl
1135	NM_001282006	chr11	-	72158218	72175944	72158265	72173370	8	0	Tekt1	cmpl	cmpl
1135	NR_105756	chr11	+	72202257	72202366	72202366	72202366	1	0	Mir6338	unk	unk
1136	NM_027819	chr11	+	72249027	72251906	72249120	72251671	4	0	Ggt6	cmpl	cmpl
1136	NM_016776	chr11	+	72254879	72265052	72254885	72264976	26	0	Mybbp1a	cmpl	cmpl
1136	NM_001276383	chr11	-	72265139	72288529	72267059	72277264	13	0	Spns2	cmpl	cmpl
1136	NM_153060	chr11	-	72265139	72303422	72267059	72303297	13	0	Spns2	cmpl	cmpl
1138	NM_009671	chr11	+	72503503	72585648	72503526	72581147	25	0	Ankfy1	cmpl	cmpl
1138	NM_001024926	chr11	-	72590733	72609341	72592240	72609264	4	0	Cyb5d2	cmpl	cmpl
1140	NM_001163336	chr11	+	72774670	72806545	72774855	72805210	21	0	Atp2a3	cmpl	cmpl
1140	NM_001163337	chr11	+	72774670	72806545	72774855	72805205	22	0	Atp2a3	cmpl	cmpl
1140	NM_016745	chr11	+	72774670	72806545	72774855	72805254	22	0	Atp2a3	cmpl	cmpl
1140	NM_008771	chr11	+	72812646	72828699	72812816	72827628	12	0	P2rx1	cmpl	cmpl
1140	NM_018883	chr11	+	72832509	72855567	72839079	72853795	16	0	Camkk1	cmpl	cmpl
1141	NM_172944	chr11	+	72904096	72948336	72904119	72947663	26	0	Itgae	cmpl	cmpl
1141	NM_008399	chr11	+	72904096	72960951	72904119	72960642	31	0	Itgae	cmpl	cmpl
1141	NM_010353	chr11	-	72948985	72951796	72949498	72951763	1	0	Gsg2	cmpl	cmpl
1141	NM_033321	chr11	+	72974031	72986189	72974098	72985336	13	0	P2rx5	cmpl	cmpl
1141	NM_001168470	chr11	-	72989004	72990510	72989872	72990205	2	0	Emc6	cmpl	cmpl
1141	NM_025318	chr11	-	72989004	72990544	72989872	72990205	2	0	Emc6	cmpl	cmpl
1141	NM_029564	chr11	+	72990584	72995548	72990805	72994727	4	0	Tax1bp3	cmpl	cmpl
1142	NM_029031	chr11	+	73012983	73038008	73013020	73036695	7	0	Shpk	cmpl	cmpl
1142	NM_001001445	chr11	+	73047650	73074824	73051760	73074009	16	0	Trpv1	cmpl	cmpl
1142	NM_145099	chr11	+	73081121	73110702	73083163	73110702	18	0	Trpv3	cmpl	cmpl
1142	NM_023113	chr11	-	73118489	73138139	73118937	73137989	6	0	Aspa	cmpl	cmpl
1143	NM_001045531	chr11	+	73143242	73159546	73144653	73159448	9	0	Spata22	cmpl	cmpl
1143	NM_146923	chr11	+	73164360	73168201	73167256	73168201	2	0	Olfr20	cmpl	cmpl
1143	NM_001172686	chr11	+	73184747	73189206	73185556	73189206	3	0	Olfr376	cmpl	cmpl
1143	NM_146922	chr11	+	73184747	73189206	73188252	73189206	2	0	Olfr376	cmpl	cmpl
1143	NM_146921	chr11	-	73208577	73212997	73208577	73209522	3	0	Olfr1	cmpl	cmpl
1143	NR_002859	chr11	-	73218951	73223325	73223325	73223325	2	0	Olfr75-ps1	unk	unk
1143	NR_033528	chr11	-	73218951	73223360	73223360	73223360	3	0	Olfr75-ps1	unk	unk
1143	NM_147024	chr11	-	73238538	73241979	73238538	73239483	2	0	Olfr378	cmpl	cmpl
1143	NM_147025	chr11	-	73266776	73267712	73266776	73267712	1	0	Olfr380	cmpl	cmpl
1144	NM_147022	chr11	-	73299388	73300324	73299388	73300324	1	0	Olfr381	cmpl	cmpl
1144	NM_146443	chr11	-	73329760	73330699	73329760	73330699	1	0	Olfr382	cmpl	cmpl
1145	NM_147023	chr11	-	73402299	73403238	73402299	73403238	1	0	Olfr385	cmpl	cmpl
1145	NM_207224	chr11	+	73416083	73417022	73416083	73417022	1	0	Olfr384	cmpl	cmpl
1145	NM_001126489	chr11	+	73502279	73527310	73502458	73525938	4	0	Zfp735	cmpl	cmpl
1146	NM_147009	chr11	-	73589888	73594091	73589888	73590827	3	0	Olfr389	cmpl	cmpl
1146	NM_146347	chr11	+	73600441	73601377	73600441	73601377	1	0	Olfr390	cmpl	cmpl
1146	NM_001159775	chr11	-	73612254	73616486	73612318	73613257	2	0	Olfr391-ps	cmpl	cmpl
1146	NM_147006	chr11	-	73627643	73630379	73627643	73628582	2	0	Olfr392	cmpl	cmpl
1146	NM_147008	chr11	-	73660686	73661625	73660686	73661625	1	0	Olfr393	cmpl	cmpl
1147	NM_147007	chr11	-	73700939	73701872	73700939	73701872	1	0	Olfr394	cmpl	cmpl
1147	NM_147005	chr11	-	73720053	73720992	73720053	73720992	1	0	Olfr395	cmpl	cmpl
1147	NM_010970	chr11	+	73753749	73754727	73753749	73754727	1	0	Olfr23	cmpl	cmpl
1147	NM_146346	chr11	+	73778111	73779059	73778111	73779059	1	0	Olfr397	cmpl	cmpl
1148	NM_146710	chr11	-	73797163	73798108	73797163	73798108	1	0	Olfr398	cmpl	cmpl
1148	NM_147003	chr11	-	73857826	73858774	73857826	73858774	1	0	Olfr139	cmpl	cmpl
1148	NM_147004	chr11	-	73867277	73868280	73867323	73868259	1	0	Olfr399	cmpl	cmpl
1148	NM_001177570	chr11	+	73883671	73900803	73896408	73899372	4	0	Zfp616	cmpl	cmpl
1149	NM_146706	chr11	+	73934792	73935740	73934792	73935740	1	0	Olfr401	cmpl	cmpl
1149	NM_146708	chr11	+	73968657	73969605	73968657	73969605	1	0	Olfr402	cmpl	cmpl
1149	NM_207622	chr11	+	74009006	74009948	74009006	74009948	1	0	Olfr403	cmpl	cmpl
1149	NM_146711	chr11	-	74019699	74020791	74019774	74020716	1	0	Olfr43	cmpl	cmpl
1150	NM_001011863	chr11	+	74082892	74083864	74082892	74083864	1	0	Olfr406	cmpl	cmpl
1150	NM_011002	chr11	+	74097310	74103148	74102149	74103121	2	0	Olfr59	cmpl	cmpl
1150	NM_146707	chr11	-	74147783	74148731	74147783	74148731	1	0	Olfr410	cmpl	cmpl
1150	NM_146709	chr11	-	74160125	74161174	74160136	74161084	1	0	Olfr411	cmpl	cmpl
1150	NM_001011851	chr11	+	74178172	74179111	74178172	74179111	1	0	Olfr412	cmpl	cmpl
1153	NM_001081158	chr11	+	74462996	74484349	74463096	74483112	26	0	Cluh	cmpl	cmpl
1153	NR_037610	chr11	-	74487450	74537360	74537360	74537360	11	0	Pafah1b1	unk	unk
1153	NM_013625	chr11	-	74487450	74537886	74491170	74512844	11	0	Pafah1b1	cmpl	cmpl
1154	NM_026197	chr11	+	74584364	74632194	74587023	74631260	10	0	Mettl16	cmpl	cmpl
1154	NM_010813	chr11	+	74644425	74659227	74644830	74656822	6	0	Mnt	cmpl	cmpl
1154	NM_197943	chr11	-	74662765	74710582	74664308	74710383	23	0	Sgsm2	cmpl	cmpl
1154	NR_105891	chr11	-	74681628	74681696	74681696	74681696	1	0	Mir6926	unk	unk
1155	NM_177325	chr11	+	74711581	74722842	74711620	74721908	15	0	Tsr1	cmpl	cmpl
1155	NR_028562	chr11	+	74718947	74719007	74719007	74719007	1	0	Snord91a	unk	unk
1155	NM_001163311	chr11	-	74719860	74739300	74722129	74726631	8	0	Srr	cmpl	cmpl
1155	NM_013761	chr11	-	74719860	74739300	74722129	74726631	9	0	Srr	cmpl	cmpl
1156	NR_030454	chr11	-	74879408	74879493	74879493	74879493	1	0	Mir684-1	unk	unk
1157	NM_001098203	chr11	-	74978066	74981654	74978881	74981432	2	0	Hic1	cmpl	cmpl
1157	NM_010430	chr11	-	74978066	74983757	74978881	74983021	2	0	Hic1	cmpl	cmpl
1157	NR_029794	chr11	+	74986889	74986980	74986980	74986980	1	0	Mir212	unk	unk
1157	NR_029546	chr11	+	74987183	74987249	74987249	74987249	1	0	Mir132	unk	unk
1157	NM_144491	chr11	-	74991144	75003985	74992443	75003961	13	0	Dph1	cmpl	cmpl
1157	NM_177708	chr11	+	75007494	75081264	75007783	75079583	2	0	Rtn4rl1	cmpl	cmpl
1157	NM_027136	chr11	-	74989444	74992310	74991395	74992297	2	0	Ovca2	cmpl	cmpl
1158	NM_001164223	chr11	-	75113760	75161885	75114806	75161760	18	0	Rpa1	cmpl	cmpl
1158	NM_026653	chr11	-	75113760	75161885	75114806	75161760	17	0	Rpa1	cmpl	cmpl
1158	NM_001102611	chr11	+	75161934	75219207	75163182	75218421	11	0	Smyd4	cmpl	cmpl
1159	NM_008878	chr11	-	75245237	75253003	75245904	75251956	10	0	Serpinf2	cmpl	cmpl
1159	NM_138950	chr11	-	75254444	75268219	75255270	75267941	10	0	Wdr81	cmpl	cmpl
1159	NR_030711	chr11	+	75275040	75280192	75280192	75280192	3	0	Mir22hg	unk	unk
1159	NR_029739	chr11	+	75277217	75277312	75277312	75277312	1	0	Mir22	unk	unk
1159	NM_001291156	chr11	+	75281551	75284401	75281706	75283982	5	0	Tlcd2	cmpl	cmpl
1159	NM_027249	chr11	+	75281551	75284401	75281706	75284065	5	0	Tlcd2	cmpl	cmpl
1159	NM_138659	chr11	+	75300278	75322949	75300593	75322791	42	0	Prpf8	cmpl	cmpl
1159	NM_001029938	chr11	+	75323595	75326668	75323649	75326345	8	0	Rilp	cmpl	cmpl
1159	NM_001004157	chr11	+	75327042	75340082	75327079	75339698	11	0	Scarf1	cmpl	cmpl
1159	NR_039553	chr11	+	75364930	75365013	75365013	75365013	1	0	Mir3971	unk	unk
1160	NM_008850	chr11	+	75401580	75442306	75401834	75439011	12	0	Pitpna	cmpl	cmpl
1160	NR_110477	chr11	-	75413145	75413733	75413733	75413733	1	0	Gm12338	unk	unk
1160	NM_008916	chr11	+	75444521	75462367	75444601	75461213	12	0	Inpp5k	cmpl	cmpl
1160	NM_008659	chr11	+	75465010	75488136	75471023	75486138	32	0	Myo1c	cmpl	cmpl
1160	NM_001080774	chr11	+	75465651	75488136	75471023	75486138	32	0	Myo1c	cmpl	cmpl
1160	NM_001080775	chr11	+	75469516	75488136	75469685	75486138	32	0	Myo1c	cmpl	cmpl
1161	NM_009536	chr11	+	75546388	75579343	75546529	75578174	6	0	Ywhae	cmpl	cmpl
1161	NM_007873	chr11	-	75581773	75609562	75585433	75609395	9	0	Doc2b	cmpl	cmpl
1162	NM_029548	chr11	-	75644493	75724561	75645681	75724528	8	0	Rph3al	cmpl	cmpl
1162	NM_001291159	chr11	-	75713226	75739393	75714320	75724528	5	0	Rph3al	cmpl	cmpl
1163	NM_198637	chr11	+	75813413	75817071	75813563	75816987	2	0	1700016K19Rik	cmpl	cmpl
1163	NM_029658	chr11	-	75832695	75841284	75835411	75841139	3	0	Fam101b	cmpl	cmpl
1164	NM_027773	chr11	+	76015557	76021759	76015635	76021681	5	0	Fam57a	cmpl	cmpl
1165	NM_177367	chr11	-	76024072	76031074	76024258	76030989	2	0	Gemin4	cmpl	cmpl
1165	NM_021294	chr11	+	76031114	76032167	76031773	76032037	2	0	Dbil5	cmpl	cmpl
1165	NM_026029	chr11	-	76033896	76057201	76035467	76057146	9	0	Glod4	cmpl	cmpl
1165	NM_183263	chr11	+	76057237	76064124	76057274	76063926	4	0	Rnmtl1	cmpl	cmpl
1166	NM_001291161	chr11	+	76220426	76229815	76220566	76227624	4	0	Timm22	cmpl	cmpl
1166	NR_111896	chr11	+	76220426	76229815	76229815	76229815	4	0	Timm22	unk	unk
1166	NM_019818	chr11	+	76220644	76229815	76220706	76227624	4	0	Timm22	cmpl	cmpl
1166	NM_023355	chr11	+	76220644	76229815	76220706	76227749	3	0	Timm22	cmpl	cmpl
1166	NM_001291186	chr11	-	76230233	76281967	76232605	76281802	18	0	Abr	cmpl	cmpl
1168	NM_177182	chr11	+	76485971	76487178	76486050	76486746	1	0	Bhlha9	cmpl	cmpl
1168	NM_177709	chr11	+	76493374	76512166	76493661	76509738	3	0	Tusc5	cmpl	cmpl
1169	NM_007754	chr11	-	76590709	76660510	76595685	76660468	21	0	Cpd	cmpl	cmpl
1170	NM_025655	chr11	+	76718046	76730088	76718069	76729531	6	0	Tmigd1	cmpl	cmpl
1170	NM_178645	chr11	+	76759157	76800891	76759382	76800129	12	0	Blmh	cmpl	cmpl
1171	NM_010484	chr11	+	76812098	76845845	76823942	76845179	14	0	Slc6a4	cmpl	cmpl
1171	NM_001012309	chr11	-	76857793	76891939	76859241	76891900	7	0	Nsrp1	cmpl	cmpl
1171	NR_030756	chr11	-	76891565	76891674	76891674	76891674	1	0	Mir423	unk	unk
1174	NM_139128	chr11	+	77277414	77283003	77277414	77283003	10	0	Coro6	cmpl	cmpl
1174	NM_139129	chr11	+	77277414	77283003	77277414	77283003	9	0	Coro6	cmpl	cmpl
1174	NM_139130	chr11	+	77277414	77283003	77277414	77283003	10	0	Coro6	cmpl	cmpl
1174	NM_172945	chr11	-	77283988	77303180	77285107	77303054	16	0	Ankrd13b	cmpl	cmpl
1174	NM_001004144	chr11	+	77306913	77321276	77307084	77320110	20	0	Git1	cmpl	cmpl
1174	NM_001024920	chr11	-	77321600	77326775	77321766	77326733	7	0	Trp53i13	cmpl	cmpl
1175	NM_144825	chr11	-	77342663	77421317	77351368	77398906	20	0	Taok1	cmpl	cmpl
1176	NM_001024205	chr11	+	77499640	77531468	77499729	77523237	4	0	Nufip2	cmpl	cmpl
1176	NM_001313933	chr11	-	77532115	77538795	77532905	77538783	5	0	Cryba1	cmpl	cmpl
1176	NM_009965	chr11	-	77532115	77538795	77532256	77538783	6	0	Cryba1	cmpl	cmpl
1177	NM_001291214	chr11	+	77614799	77679490	77614876	77678337	39	0	Myo18a	cmpl	cmpl
1177	NM_001291215	chr11	+	77614799	77679490	77614876	77678337	42	0	Myo18a	cmpl	cmpl
1177	NM_008952	chr11	-	77694116	77707374	77694625	77707282	8	0	Pipox	cmpl	cmpl
1178	NM_001291225	chr11	+	77744340	77792554	77744561	77791560	16	0	Sez6	cmpl	cmpl
1178	NM_021286	chr11	+	77744340	77792554	77744561	77791547	17	0	Sez6	cmpl	cmpl
1178	NM_174852	chr11	+	77796317	77844037	77796813	77843153	15	0	Phf12	cmpl	cmpl
1178	NM_183286	chr11	+	77845814	77851366	77845873	77850812	5	0	Dhrs13	cmpl	cmpl
1179	NR_029556	chr11	+	77886506	77886572	77886572	77886572	1	0	Mir144	unk	unk
1179	NR_029971	chr11	+	77886671	77886743	77886743	77886743	1	0	Mir451a	unk	unk
1179	NR_105850	chr11	-	77886671	77886743	77886743	77886743	1	0	Mir451b	unk	unk
1179	NM_022313	chr11	-	77886877	77893885	77887553	77893861	10	0	Eral1	cmpl	cmpl
1179	NM_145430	chr11	+	77908174	77970841	77956634	77968805	3	0	Fam222b	cmpl	cmpl
1179	NM_009423	chr11	-	77971924	77979052	77973417	77978942	7	0	Traf4	cmpl	cmpl
1180	NM_001291235	chr11	+	77991650	77994321	77992890	77993832	4	0	Tlcd1	cmpl	cmpl
1180	NM_001291237	chr11	+	77991650	77994321	77992580	77993832	5	0	Tlcd1	cmpl	cmpl
1180	NM_001291236	chr11	+	77992159	77994321	77992580	77993832	4	0	Tlcd1	cmpl	cmpl
1180	NM_026708	chr11	+	77992159	77994321	77992364	77993832	4	0	Tlcd1	cmpl	cmpl
1180	NR_106113	chr11	+	77992328	77992389	77992389	77992389	1	0	Mir7653	unk	unk
1180	NM_207523	chr11	-	77994436	77997086	77994484	77997045	5	0	Rpl23a	cmpl	cmpl
1180	NR_037682	chr11	-	77994803	77994848	77994848	77994848	1	0	Snord42a	unk	unk
