gene	length
SPANXB1	1117
SPANXC	1089
SPANXD	1340
SPANXN1	8623
SPANXN2	8629
SPANXN3	8741
SPANXN4	8364
SPANXN5	1204
SPARC	25960
SPARCL1	56175
SPAST	94028
SPATA1	50196
SPATA12	14993
SPATA13	327449
SPATA13-AS1	1692
SPATA16	251913
SPATA17	236831
SPATA17-AS1	3924
SPATA18	45976
SPATA19	4918
SPATA2	10349
SPATA20	8765
SPATA21	38783
SPATA22	73842
SPATA24	7322
SPATA25	1110
SPATA2L	5358
SPATA3	11162
SPATA3-AS1	11666
SPATA31A1	6295
SPATA31A3	6248
SPATA31A5	6259
SPATA31A6	6230
SPATA31A7	6256
SPATA31C1	5697
SPATA31C2	5682
SPATA31D1	6486
SPATA31D3	6596
SPATA31D4	6572
SPATA31D5P	6492
SPATA31E1	6044
SPATA32	7721
SPATA33	12716
SPATA4	11099
SPATA41	5778
SPATA42	1125
SPATA45	17508
SPATA5	105428
SPATA5L1	13586
SPATA6	176838
SPATA6L	68360
SPATA7	52818
SPATA8	2210
SPATA8-AS1	9651
SPATA9	30831
SPATC1	15435
SPATC1L	23313
SPATS1	34509
SPATS2	160521
SPATS2L	176384
SPC24	10320
SPC25	19545
SPCS1	2342
SPCS2	29786
SPCS3	12308
SPDEF	18533
SPDL1	21145
SPDYA	39777
SPDYC	2983
SPDYE1	9236
SPDYE2	11080
SPDYE2B	11080
SPDYE3	14496
SPDYE4	5455
SPDYE5	10683
SPDYE6	10699
SPDYE7P	6337
SPDYE8P	10048
SPECC1	305425
SPECC1L	146925
SPECC1L-ADORA2A	171545
SPEF1	3953
SPEF2	53689
SPEG	58656
SPEM1	1274
SPEN	92593
SPERT	12257
SPESP1	16313
SPG11	100984
SPG20	44873
SPG20-AS1	23306
SPG21	26484
SPG7	29335
SPHAR	1123
SPHK1	3253
SPHK2	11117
SPHKAP	201693
SPI1	23720
SPIB	12116
SPIC	9442
SPICE1	72471
SPIDR	475095
SPIN1	90327
SPIN2A	1977
SPIN2B	1866
SPIN3	19187
SPIN4	4113
SPINK1	14653
SPINK13	17352
SPINK14	7075
SPINK2	11615
SPINK4	8371
SPINK5	60970
SPINK6	12345
SPINK7	3493
SPINK8	21497
SPINK9	4292
SPINT1	13609
SPINT2	28158
SPINT3	3165
SPINT4	3349
SPIRE1	210222
SPIRE2	42822
SPN	7554
SPNS1	9775
SPNS2	40196
SPNS3	54282
SPO11	14220
SPOCD1	25631
SPOCK1	524033
SPOCK2	29741
SPOCK3	501043
SPON1	305497
SPON2	42031
SPOP	79281
SPOPL	71457
SPOUT1	10172
SPP1	7763
SPP2	26432
SPPL2A	58175
SPPL2B	26473
SPPL2C	2184
SPPL3	141844
SPR	4779
SPRED1	104400
SPRED2	55948
SPRED3	9685
SPRN	3953
SPRNP1	3026
SPRR1A	1728
SPRR1B	1699
SPRR2A	1394
SPRR2B	1382
SPRR2C	1377
SPRR2D	1395
SPRR2E	1395
SPRR2F	1393
SPRR2G	1371
SPRR3	2111
SPRR4	1922
SPRTN	17093
SPRY1	6967
SPRY2	3685
SPRY3	169895
SPRY4	13992
SPRY4-IT1	690
SPRYD3	15106
SPRYD4	2468
SPRYD7	23801
SPSB1	76651
SPSB2	2351
SPSB3	5870
SPSB4	97211
SPTA1	76012
SPTAN1	81109
SPTB	76867
SPTBN1	215131
SPTBN2	36152
SPTBN4	109241
SPTBN5	45933
SPTLC1	84342
SPTLC2	110772
SPTLC3	157786
SPTSSA	29326
SPTSSB	27293
SPTY2D1	28074
SPTY2D1-AS1	10453
SPX	6692
SPZ1	1872
SQLE	23807
SQRDL	60148
SQSTM1	31691
SRA1	7391
SRBD1	222616
SRC	60749
SRCAP	40990
SRCIN1	75926
SRD5A1	36242
SRD5A1P1	2156
SRD5A2	56386
SRD5A3	26880
SRD5A3-AS1	18981
SREBF1	25664
SREBF2	74231
SREK1	39400
SREK1IP1	50520
SRF	10213
SRFBP1	66641
SRGAP1	303074
SRGAP2	113309
SRGAP2-AS1	37750
SRGAP2B	27535
SRGAP2C	65103
SRGAP2D	23936
SRGAP3	269095
SRGAP3-AS3	2615
SRGN	17367
SRI	14969
SRL	52708
SRM	5444
SRMS	7582
SRP14	3514
SRP14-AS1	17691
SRP19	7206
SRP54	46671
SRP68	33753
SRP72	36087
SRP9	12655
SRPK1	88148
SRPK2	152705
SRPK3	4733
SRPRA	6065
SRPRB	37461
SRPX	71591
SRPX2	27135
SRR	21323
SRRD	8056
SRRM1	30180
SRRM2	19085
SRRM2-AS1	7723
SRRM3	85400
SRRM4	181558
SRRM5	2399
SRRT	13586
SRSF1	6429
SRSF10	16118
SRSF11	46338
SRSF12	22124
SRSF2	3298
SRSF3	10156
SRSF4	34389
SRSF5	4920
SRSF6	5742
SRSF7	7897
SRSF8	4348
SRSF9	8089
SRXN1	6748
SRY	888
SS18	74396
SS18L1	38792
SS18L2	13160
SSB	13251
SSBP1	12169
SSBP2	333895
SSBP3	180966
SSBP3-AS1	2622
SSBP4	15228
SSC4D	20368
SSC5D	15823
SSFA2	2983
SSH1	74895
SSH2	304103
SSH3	9161
SSMEM1	8982
SSNA1	1770
SSPN	39441
SSPO	57924
SSR1	32173
SSR2	11921
SSR3	14574
SSR4	4339
SSR4P1	2258
SSRP1	9894
SSSCA1	1431
SSSCA1-AS1	1195
SST	1509
SSTR1	5066
SSTR2	6904
SSTR3	6454
SSTR4	1259
SSTR5	8700
SSTR5-AS1	14651
SSU72	33211
SSUH2	25400
SSX1	12129
SSX2	10333
SSX2B	10332
SSX2IP	46763
SSX3	10327
SSX4	9819
SSX4B	9830
SSX5	10545
SSX6	12703
SSX7	10841
SSX8	11015
SSX9	4631
ST13	32475
ST13P4	1599
ST14	50577
ST18	299049
ST20	24916
ST20-AS1	2085
ST20-MTHFS	79561
ST3GAL1	117094
ST3GAL2	59655
ST3GAL3	223635
ST3GAL4	58998
ST3GAL4-AS1	13872
ST3GAL5	49888
ST3GAL5-AS1	2974
ST3GAL6	63611
ST3GAL6-AS1	18320
ST5	117327
ST6GAL1	148028
ST6GAL2	84415
ST6GALNAC1	19084
ST6GALNAC2	20686
ST6GALNAC3	502505
ST6GALNAC4	9142
ST6GALNAC5	200132
ST6GALNAC6	12089
ST7	270582
ST7-AS1	1889
ST7-AS2	33302
ST7-OT3	27258
ST7-OT4	5916
ST7L	95622
ST8SIA1	141325
ST8SIA2	74820
ST8SIA3	16442
ST8SIA4	96352
ST8SIA5	78053
ST8SIA6	133580
ST8SIA6-AS1	21352
STAB1	29157
STAB2	179435
STAC	167521
STAC2	15253
STAC3	7740
STAG1	415248
STAG2	142097
STAG3	36665
STAG3L1	8632
STAG3L2	8641
STAG3L3	8650
STAG3L4	18890
STAG3L5P	5251
STAG3L5P-PVRIG2P-PILRB	31768
STAM	72699
STAM-AS1	2636
STAM2	59193
STAMBP	38254
STAMBPL1	43317
STAP1	48642
STAP2	14809
STAR	8384
STARD10	38978
STARD13	82946
STARD13-AS	3782
STARD3	27123
STARD3NL	52466
STARD4	16565
STARD4-AS1	227501
STARD5	11519
STARD6	29883
STARD7	23972
STARD7-AS1	34210
STARD8	78175
STARD9	145341
STAT1	45216
STAT2	18657
STAT3	75064
STAT4	121686
STAT5A	24397
STAT5B	77231
STAT6	14904
STATH	6527
STAU1	75033
STAU2	326560
STAU2-AS1	21446
STBD1	5106
STC1	12888
STC2	14782
STEAP1	10454
STEAP1B	80840
STEAP2	25994
STEAP2-AS1	329284
STEAP3	41845
STEAP3-AS1	4651
STEAP4	30486
STH	446
STIL	64010
STIM1	237509
STIM2	164692
STIP1	19278
STK10	146274
STK11	22638
STK11IP	18602
STK16	4869
STK17A	44288
STK17B	38031
STK19	445
STK24	126954
STK25	13655
STK26	52728
STK3	371042
STK31	122346
STK32A	113815
STK32B	449486
STK32C	99742
STK33	202144
STK35	46672
STK36	30693
STK38	53635
STK38L	81814
STK39	293577
STK4	113505
STK4-AS1	2661
STK40	46310
STKLD1	27938
STMN1	22318
STMN2	55363
STMN3	13063
STMN4	23118
STMND1	29116
STOM	31318
STOML1	9132
STOML2	3421
STOML3	24936
STON1	68348
STON1-GTF2A1L	246594
STON2	166564
STOX1	65524
STOX2	225510
STPG1	56775
STPG2	584368
STPG2-AS1	123240
STPG3	2224
STRA13	4208
STRA6	23414
STRA8	26515
STRADA	39140
STRADB	29184
STRAP	21124
STRBP	146937
STRC	19239
STRIP1	23066
STRIP2	49203
STRN	128776
STRN3	132604
STRN4	26954
STS	207393
STT3A	29966
STT3A-AS1	22279
STT3B	105123
STUB1	2659
STUM	60416
STX10	6318
STX11	41424
STX12	51271
STX16	28275
STX16-NPEPL1	64593
STX17	67905
STX17-AS1	20285
STX18	123081
STX18-AS1	168808
STX18-IT1	5581
STX19	14241
STX1A	20484
STX1B	21384
STX2	49676
STX3	50825
STX4	7074
STX5	25233
STX6	50409
STX7	55273
STX8	325489
STXBP1	80511
STXBP2	10775
STXBP3	62865
STXBP4	195325
STXBP5	186120
STXBP5-AS1	363227
STXBP5L	516560
STXBP6	239347
STYK1	55355
STYX	44824
STYXL1	34189
SUB1	18582
SUCLA2	58673
SUCLG1	35941
SUCLG2	294156
SUCLG2-AS1	92415
SUCNR1	10978
SUCO	79488
SUDS3	41484
SUFU	115503
SUGCT	725793
SUGP1	44001
SUGP2	42686
SUGT1	35665
SUGT1P1	6631
SUGT1P3	9887
SULF1	194290
SULF2	128660
SULT1A1	3743
SULT1A2	4539
SULT1A3	5096
SULT1A4	5096
SULT1B1	33746
SULT1C2	21278
SULT1C2P1	31562
SULT1C3	20896
SULT1C4	11061
SULT1E1	18942
SULT2A1	15933
SULT2B1	47257
SULT4A1	37993
SULT6B1	20729
SUMF1	106139
SUMF2	16450
SUMO1	32421
SUMO1P1	1210
SUMO1P3	1207
SUMO2	15275
SUMO3	12514
SUMO4	689
SUN1	28317
SUN2	20750
SUN3	41972
SUN5	20660
SUOX	8268
SUPT16H	32796
SUPT20H	50175
SUPT20HL1	2665
SUPT20HL2	2455
SUPT3H	551323
SUPT4H1	7065
SUPT5H	31124
SUPT6H	40488
SUPT7L	13033
SUPV3L1	28896
SURF1	4703
SURF2	4622
SURF4	14714
SURF6	5506
SUSD1	134518
SUSD2	7632
SUSD3	26450
SUSD4	143385
SUSD5	69172
SUSD6	103553
SUV39H1	13463
SUV39H2	25524
SUZ12	64037
SUZ12P1	60444
SV2A	3673
SV2B	201723
SV2C	250544
SVBP	10338
SVEP1	214633
SVIL	177626
SVIL-AS1	59598
SVILP1	24741
SVIP	9118
SVOP	157142
SVOPL	69941
SWAP70	88916
SWI5	13612
SWSAP1	2246
SWT1	134723
SYAP1	43102
SYBU	69016
SYCE1	11736
SYCE1L	13629
SYCE2	20194
SYCE3	11789
SYCN	1346
SYCP1	140568
SYCP2	70108
SYCP2L	87479
SYCP3	10826
SYDE1	7626
SYDE2	43374
SYF2	10248
SYK	96882
SYMPK	47850
SYN1	47958
SYN2	181400
SYN3	494268
SYNC	22856
SYNCRIP	33669
SYNDIG1	197420
SYNDIG1L	20211
SYNE1	515169
SYNE1-AS1	1184
SYNE2	373486
SYNE3	58344
SYNE4	5496
SYNGAP1	33621
SYNGR1	28442
SYNGR2	4385
SYNGR3	4332
SYNGR4	11985
SYNJ1	99183
SYNJ2	117321
SYNJ2-IT1	1278
SYNJ2BP	50596
SYNJ2BP-COX16	92011
SYNM	30516
SYNPO	51263
SYNPO2	210561
SYNPO2L	6160
SYNPR	338685
SYNPR-AS1	126457
SYNRG	94588
SYP	12398
SYP-AS1	3617
SYPL1	21979
SYPL2	15666
SYS1	7287
SYS1-DBNDD2	47443
SYT1	588017
SYT10	64408
SYT11	25732
SYT12	28146
SYT13	46033
SYT14	226116
SYT14P1	2689
SYT15	15159
SYT16	105888
SYT17	100123
SYT2	119828
SYT3	16070
SYT4	9760
SYT5	6349
SYT6	63150
SYT7	67158
SYT8	3213
SYT9	217097
SYTL1	11942
SYTL2	63849
SYTL3	114864
SYTL4	57035
SYTL5	122240
SYVN1	7254
SZRD1	31120
SZT2	64364
T	11013
TAAR1	1130
TAAR2	945
TAAR3	1079
TAAR5	1148
TAAR6	1039
TAAR8	1030
TAAR9	1050
TAB1	32130
TAB2	193691
TAB3	61954
TAC1	8515
TAC3	6565
TAC4	9710
TACC1	124844
TACC2	265373
TACC3	23690
TACO1	7496
TACR1	153057
TACR2	12718
TACR3	130350
TACSTD2	2073
TADA1	19907
TADA2A	58782
TADA2B	14523
TADA3	13049
TAF1	99768
TAF10	1429
TAF11	10295
TAF12	39997
TAF13	11628
TAF15	37789
TAF1A	32033
TAF1A-AS1	2715
TAF1B	90976
TAF1C	9225
TAF1D	5609
TAF1L	6217
TAF2	102062
TAF3	196551
TAF4	91014
TAF4B	164804
TAF5	21114
TAF5L	32930
TAF6	12304
TAF6L	16040
TAF7	2296
TAF7L	23086
TAF8	30395
TAF9	4841
TAF9B	9936
TAGAP	7886
TAGLN	5470
TAGLN2	5612
TAGLN3	15151
TAL1	15427
TAL2	649
TALDO1	17594
TAMM41	56479
TANC1	264026
TANC2	418171
TANGO2	50166
TANGO6	241578
TANK	68026
TAOK1	160980
TAOK2	14540
TAOK3	223146
TAP1	7580
TAP2	16939
TAPBP	14694
TAPBPL	10313
TAPT1	66035
TAPT1-AS1	31526
TARBP1	87792
TARBP2	5512
TARDBP	12872
TARID	386756
TARM1	11435
TARP	14006
TARS	27396
TARS2	20247
TARSL2	70692
TAS1R1	24481
TAS1R2	20064
TAS1R3	3976
TAS2R1	1356
TAS2R10	925
TAS2R13	1638
TAS2R14	955
TAS2R16	997
TAS2R19	1003
TAS2R20	1915
TAS2R3	1102
TAS2R30	961
TAS2R31	1022
TAS2R38	1144
TAS2R39	1018
TAS2R4	901
TAS2R40	973
TAS2R41	925
TAS2R42	946
TAS2R43	1028
TAS2R46	931
TAS2R5	1151
TAS2R50	1001
TAS2R60	958
TAS2R7	1097
TAS2R8	931
TAS2R9	1076
TASP1	249549
TAT	10246
TAT-AS1	7424
TATDN1	50596
TATDN2	32731
TATDN3	24999
TAX1BP1	90396
TAX1BP3	5788
TAZ	10211
TBATA	11337
TBC1D1	248093
TBC1D10A	34978
TBC1D10B	13102
TBC1D10C	6179
TBC1D12	133905
TBC1D13	23227
TBC1D14	123676
TBC1D15	87144
TBC1D16	103517
TBC1D17	11327
TBC1D19	172291
TBC1D2	14555
TBC1D20	27078
TBC1D21	15631
TBC1D22A	412830
TBC1D22A-AS1	1952
TBC1D22B	75268
TBC1D23	64437
TBC1D24	30589
TBC1D25	22924
TBC1D26	12509
TBC1D28	8900
TBC1D29	3927
TBC1D2B	82669
TBC1D3	11095
TBC1D30	56448
TBC1D31	79474
TBC1D32	255008
TBC1D3B	10922
TBC1D3C	10940
TBC1D3E	10898
TBC1D3F	10913
TBC1D3G	10899
TBC1D3H	10969
TBC1D3I	10900
TBC1D3K	10900
TBC1D3L	10914
TBC1D3P1-DHX40P1	56691
TBC1D3P2	10951
TBC1D3P5	13620
TBC1D4	197506
TBC1D5	542860
TBC1D7	23633
TBC1D7-LOC100130357	62043
TBC1D8	144158
TBC1D8B	47146
TBC1D9	135537
TBC1D9B	45787
TBCA	85193
TBCB	10963
TBCC	1652
TBCCD1	21289
TBCD	191124
TBCE	81610
TBCEL	65553
TBCK	271951
TBK1	50061
TBKBP1	16801
TBL1X	256447
TBL1XR1	177131
TBL1Y	180999
TBL2	9738
TBL3	6689
TBP	18539
TBPL1	35332
TBPL2	26335
TBR1	9775
TBRG1	13082
TBRG4	11649
TBX1	10631
TBX10	8259
TBX15	106515
TBX18	31740
TBX18-AS1	20078
TBX19	33388
TBX2	9572
TBX2-AS1	6152
TBX20	51671
TBX21	12877
TBX22	17015
TBX3	13912
TBX4	32694
TBX5	52235
TBX5-AS1	4639
TBX6	6092
TBXA2R	12329
TBXAS1	242080
TC2N	56776
TCAF1	34007
TCAF2	104133
TCAF2P1	5394
TCAIM	71331
TCAM1P	7365
TCAP	1210
TCEA1	55904
TCEA2	15263
TCEA3	43872
TCEAL1	2230
TCEAL2	2026
TCEAL3	2023
TCEAL4	11507
TCEAL5	3181
TCEAL6	2457
TCEAL7	2139
TCEAL8	2200
TCEAL9	2019
TCEANC	12304
TCEANC2	48078
TCEB1	26772
TCEB2	5884
TCEB3	18695
TCEB3-AS1	17917
TCEB3B	3047
TCEB3C	1878
TCEB3CL	1642
TCEB3CL2	1878
TCERG1	64198
TCERG1L	219331
TCERG1L-AS1	561
TCF12	370428
TCF15	6275
TCF19	5693
TCF20	55330
TCF21	6418
TCF23	3876
TCF24	16091
TCF25	37800
TCF3	40999
TCF4	80292
TCF4-AS1	30409
TCF7	33520
TCF7L1	176930
TCF7L2	217429
TCFL5	20751
TCHH	9139
TCHHL1	4922
TCHP	17797
TCIRG1	11906
TCL1A	4231
TCL1B	6228
TCL6	22276
TCN1	13762
TCN2	19979
TCOF1	26995
TCONS_00029157	4296
TCP1	11207
TCP10	11423
TCP10L	10696
TCP10L2	12317
TCP11	23340
TCP11L1	34148
TCP11L2	27079
TCP11X2	11507
TCTA	4272
TCTE1	17563
TCTE3	11425
TCTEX1D1	26592
TCTEX1D2	27077
TCTEX1D4	1377
TCTN1	16232
TCTN2	37292
TCTN3	30749
TDG	23065
TDGF1	7909
TDGF1P3	2711
TDH	28817
TDO2	16715
TDP1	88864
TDP2	16912
TDRD1	53036
TDRD10	45930
TDRD12	71037
TDRD15	20382
TDRD3	177424
TDRD5	99661
TDRD6	16446
TDRD7	84105
TDRD9	124189
TDRG1	1470
TDRKH	18971
TDRP	55057
TEAD1	270317
TEAD2	20901
TEAD3	23489
TEAD4	81366
TEC	134016
TECPR1	36810
TECPR2	102761
TECR	36422
TECRL	131003
TECTA	88142
TECTB	21380
TEDDM1	2501
TEF	31997
TEFM	7287
TEK	121039
TEKT1	31762
TEKT2	4202
TEKT3	37831
TEKT4	5398
TEKT4P2	61407
TEKT5	67443
TELO2	17110
TEN1	21371
TEN1-CDK3	26784
TENM1	587912
TENM2	979321
TENM3	559595
TENM4	787369
TEP1	47755
TEPP	11680
TEPSIN	10816
TERB1	46646
TERB2	22523
TERC	452
TERF1	38892
TERF2	30429
TERF2IP	9708
TERT	41877
TES	48292
TESC	60525
TESC-AS1	42024
TESK1	4759
TESK2	147287
TESMIN	44082
TESPA1	25431
TET1	134124
TET2	133120
TET2-AS1	181529
TET3	121773
TEX10	50498
TEX101	30006
TEX11	379779
TEX12	5186
TEX13A	1768
TEX13B	1508
TEX13C	2983
TEX14	135380
TEX15	17475
TEX19	4531
TEX2	83325
TEX21P	2140
TEX22	15278
TEX26	42321
TEX26-AS1	49775
TEX261	8935
TEX264	33150
TEX28	24526
TEX29	28064
TEX30	7935
TEX33	16719
TEX35	8736
TEX36	106624
TEX36-AS1	4076
TEX37	4936
TEX38	1753
TEX40	4378
TEX41	408759
TEX43	4562
TEX9	80575
TF	32875
TFAM	14089
TFAMP1	2224
TFAP2A	15693
TFAP2A-AS1	3853
TFAP2B	28889
TFAP2C	9982
TFAP2D	59491
TFAP2E	21958
TFAP4	15816
TFB1M	58355
TFB2M	25704
TFCP2	79389
TFCP2L1	68616
TFDP1	56787
TFDP2	55961
TFDP3	1681
TFE3	14807
TFEB	50425
TFEC	33167
TFF1	4255
TFF2	4743
TFF3	3931
TFG	39679
TFIP11	20545
TFPI	90277
TFPI2	5596
TFPT	8136
TFR2	13236
TFRC	32808
TG	267940
TGDS	22223
TGFA	106360
TGFA-IT1	14257
TGFB1	23404
TGFB1I1	5807
TGFB2	99287
TGFB2-AS1	1484
TGFB2-OT1	1371
TGFB3	23927
TGFBI	34925
TGFBR1	49104
TGFBR2	87641
TGFBR3	205938
TGFBR3L	2950
TGFBRAP1	80250
TGIF1	46483
TGIF2	20481
TGIF2-C20orf24	38005
TGIF2LX	944
TGIF2LY	958
TGM1	14098
TGM2	38044
TGM3	45114
TGM4	39992
TGM5	34264
TGM6	51847
TGM7	25976
TGOLN2	10280
TGS1	53215
TH	7878
TH2LCRR	17846
THADA	365140
THAP1	6659
THAP10	11093
THAP11	1887
THAP12	31010
THAP2	16753
THAP3	8719
THAP4	33098
THAP5	7311
THAP6	15595
THAP7	2345
THAP7-AS1	1352
THAP8	19779
THAP9	19321
THAP9-AS1	7466
THBD	4033
THBS1	17843
THBS2	38336
THBS3	12395
THBS4	91990
THCAT155	9109
THCAT158	20169
THEG	13958
THEG5	5363
THEGL	72716
THEM4	39020
THEM5	6598
THEM6	9731
THEMIS	146996
THEMIS2	14144
THG1L	10060
THNSL1	10087
THNSL2	16344
THOC1	53541
THOC2	132494
THOC3	8786
THOC5	45490
THOC6	3726
THOC7	29918
THOC7-AS1	1176
THOP1	28146
THPO	6275
THRA	31676
THRA1/BTR	13484
THRAP3	80946
THRB	377670
THRB-AS1	5926
THRIL	1982
THRSP	4498
THSD1	29328
THSD4	641936
THSD4-AS1	22249
THSD4-AS2	2840
THSD7A	461764
THSD7B	912152
THTPA	47823
THUMPD1	8302
THUMPD2	43218
THUMPD3	23760
THUMPD3-AS1	11361
THY1	4623
THYN1	5089
TIA1	39205
TIAF1	2090
TIAL1	23565
TIAM1	440556
TIAM2	167436
TICAM1	15820
TICAM2	23985
TICRR	52437
TIE1	22217
TIFA	10279
TIFAB	3533
TIGAR	38833
TIGD1	2622
TIGD2	2086
TIGD3	2802
TIGD4	10412
TIGD5	2413
TIGD6	7487
TIGD7	6633
TIGIT	16304
TIMD4	43975
TIMELESS	33045
TIMM10	2298
TIMM10B	3236
TIMM13	2294
TIMM17A	15172
TIMM17B	4698
TIMM21	10460
TIMM22	5035
TIMM23	31307
TIMM23B	363233
TIMM44	17107
TIMM50	13374
TIMM8A	3315
TIMM8B	1985
TIMM9	18750
TIMMDC1	25759
TIMP1	4502
TIMP2	72415
TIMP3	62228
TIMP4	6285
TINAG	81749
TINAGL1	11203
TINCR	9869
TINF2	3031
TIPARP	32354
TIPARP-AS1	2544
TIPIN	20048
TIPRL	23270
TIRAP	10091
TISP43	13317
TJAP1	29035
TJP1	122182
TJP2	133946
TJP3	42478
TK1	13127
TK2	41824
TKFC	15579
TKT	31409
TKTL1	34688
TKTL2	2802
TLCD1	1866
TLCD2	7580
TLDC1	28324
TLDC2	18112
TLE1	105854
TLE2	31531
TLE3	46996
TLE4	155110
TLE6	17648
TLK1	170079
TLK2	136457
TLL1	157703
TLL2	149322
TLN1	35060
TLN2	197321
TLR1	8538
TLR10	10753
TLR2	22010
TLR3	15945
TLR4	13318
TLR5	33878
TLR6	33111
TLR7	23280
TLR8	16551
TLR8-AS1	40485
TLR9	5085
TLX1	6487
TLX1NB	26568
TLX2	2681
TLX3	2852
TM2D1	44378
TM2D2	7716
TM2D3	19416
TM4SF1	8765
TM4SF1-AS1	8807
TM4SF18	14976
TM4SF19	14876
TM4SF19-AS1	5343
TM4SF19-TCTEX1D2	22337
TM4SF20	17150
TM4SF4	28815
TM4SF5	11321
TM6SF1	29789
TM6SF2	8902
TM7SF2	4383
TM7SF3	42835
TM9SF1	6595
TM9SF2	62676
TM9SF3	68944
TM9SF4	57754
TMA16	26020
TMA7	3970
TMBIM1	15812
TMBIM4	33138
TMBIM6	23426
TMC1	314552
TMC2	105179
TMC3	41660
TMC3-AS1	118745
TMC4	13113
TMC5	88575
TMC6	15878
TMC7	76064
TMC8	12192
TMCC1	40942
TMCC1-AS1	15043
TMCC2	45435
TMCC3	83440
TMCO1	44633
TMCO2	3794
TMCO3	59238
TMCO4	117706
TMCO5A	16817
TMCO5B	11081
TMCO6	5983
TMED1	3675
TMED10	45180
TMED10P1	4034
TMED11P	7969
TMED2	13614
TMED3	11787
TMED4	4402
TMED5	30949
TMED6	8565
TMED7	12973
TMED7-TICAM2	47685
TMED8	35284
TMED9	3888
TMEFF1	104400
TMEFF2	245889
TMEM100	3239
TMEM101	3843
TMEM102	2238
TMEM104	63302
TMEM105	19404
TMEM106A	8213
TMEM106B	26044
TMEM106C	5333
TMEM107	3419
TMEM108	359489
TMEM108-AS1	10675
TMEM109	9546
TMEM11	16647
TMEM110	60827
TMEM110-MUSTN1	64468
TMEM114	25660
TMEM115	4761
TMEM116	81938
TMEM117	553883
TMEM119	8274
TMEM120A	7839
TMEM120B	69318
TMEM121	3588
TMEM123	56721
TMEM125	4010
TMEM126A	8636
TMEM126B	7968
TMEM127	15807
TMEM128	12702
TMEM129	5407
TMEM130	23564
TMEM131	239555
TMEM132A	12720
TMEM132B	335763
TMEM132C	440514
TMEM132D	831943
TMEM132E	58571
TMEM133	1857
TMEM134	4931
TMEM135	290992
TMEM136	8552
TMEM138	7504
TMEM139	3152
TMEM140	18203
TMEM141	1994
TMEM143	31883
TMEM144	45040
TMEM145	11739
TMEM147	1929
TMEM147-AS1	5293
TMEM14A	15503
TMEM14B	9224
TMEM14C	8216
TMEM14EP	1294
TMEM150A	4154
TMEM150B	12541
TMEM150C	77524
TMEM151A	4764
TMEM151B	8704
TMEM154	54053
TMEM155	5363
TMEM156	65677
TMEM158	1860
TMEM159	22241
TMEM160	2717
TMEM161A	18887
TMEM161B	79248
TMEM161B-AS1	167794
TMEM163	263243
TMEM164	175155
TMEM165	30264
TMEM167A	24609
TMEM167B	6195
TMEM168	28043
TMEM169	20919
TMEM17	6250
TMEM170A	21174
TMEM170B	45299
TMEM171	11258
TMEM173	6776
TMEM174	1949
TMEM175	26270
TMEM176A	4356
TMEM176B	9247
TMEM177	2953
TMEM178A	52468
TMEM178B	406149
TMEM179	13898
TMEM179B	3000
TMEM18	9468
TMEM181	99001
TMEM182	80775
TMEM183A	17483
TMEM183B	16134
TMEM184A	14197
TMEM184B	53374
TMEM184C	18135
TMEM185A	35354
TMEM185B	5939
TMEM186	2470
TMEM187	10657
TMEM189	30063
TMEM189-UBE2V1	72676
TMEM19	17963
TMEM190	1410
TMEM191A	3491
TMEM191B	2773
TMEM191C	2767
TMEM192	36796
TMEM196	53468
TMEM198	6934
TMEM198B	6640
TMEM199	6103
TMEM2	85520
TMEM200A	76786
TMEM200B	3078
TMEM200C	1921
TMEM201	16090
TMEM202	10042
TMEM203	1557
TMEM204	26841
TMEM205	3531
TMEM206	50429
TMEM207	21222
TMEM208	2168
TMEM209	40787
TMEM210	1120
TMEM211	4108
TMEM212	15971
TMEM212-AS1	24390
TMEM213	8032
TMEM214	8793
TMEM215	5704
TMEM216	6505
TMEM217	45461
TMEM218	17340
TMEM219	11024
TMEM220	17009
TMEM220-AS1	37277
TMEM221	13060
TMEM222	14257
TMEM223	1701
TMEM225	2718
TMEM229A	2555
TMEM229B	45040
TMEM230	13251
TMEM231	18171
TMEM232	307254
TMEM233	48101
TMEM234	7896
TMEM235	9679
TMEM236	48608
TMEM237	22762
TMEM238	5017
TMEM239	1760
TMEM240	5584
TMEM241	141956
TMEM242	35239
TMEM243	24427
TMEM244	30029
TMEM245	104812
TMEM246	13614
TMEM246-AS1	13069
TMEM247	4862
TMEM248	37337
TMEM249	1707
TMEM25	4749
TMEM251	2137
TMEM252	4287
TMEM253	4789
TMEM254	13907
TMEM254-AS1	32962
TMEM255A	52888
TMEM255B	52685
TMEM256	1159
TMEM256-PLSCR3	14405
TMEM257	2444
TMEM258	3485
TMEM259	11493
TMEM26	46810
TMEM26-AS1	40794
TMEM260	69723
TMEM261	3317
TMEM262	739
TMEM263	18317
TMEM265	5007
TMEM266	145007
TMEM267	39640
TMEM268	34999
TMEM27	37717
TMEM30A	31996
TMEM30B	4443
TMEM30C	4372
TMEM31	3125
TMEM33	25689
TMEM35A	17521
TMEM35B	3823
TMEM37	6652
TMEM38A	27880
TMEM38B	82088
TMEM39A	34724
TMEM39B	30837
TMEM40	25781
TMEM41A	9458
TMEM41B	34116
TMEM42	3760
TMEM43	18742
TMEM44	45750
TMEM44-AS1	6566
