gene	chrom	status
Syde1	chr10	Uncertain
Syde2	chr3	Uncertain
Syf2	chr4	Uncertain
Syk	chr13	BAE
Sykb	NA	Uncertain
Sympk	chr7	BAE
Syn1	NA	Uncertain
Syn2	chr6	Uncertain
Syn3	chr10	Uncertain
Syna	chr5	Uncertain
Synb	chr14	Uncertain
Sync	chr4	Uncertain
Syncrip	chr9	Uncertain
Syndig1	chr2	Uncertain
Syndig1l	chr12	Uncertain
Syne1	chr10	Uncertain
Syne2	chr12	rMAE
Syne3	chr12	Uncertain
Syne4	chr7	Uncertain
Syngr1	chr15	Uncertain
Syngr2	chr11	rMAE
Syngr3	chr17	Uncertain
Syngr4	chr7	Uncertain
Synj1	chr16	BAE
Synj2	chr17	Uncertain
Synj2bp	chr12	Uncertain
Synm	chr7	Uncertain
Synpo	chr18	Uncertain
Synpo2	chr3	Uncertain
Synpo2l	chr14	Uncertain
Synpr	NA	Uncertain
Synrg	chr11	Uncertain
Syp	NA	Uncertain
Sypl	chr12	BAE
Sypl2	chr3	Uncertain
Sys1	chr2	Uncertain
Syt1	chr10	Uncertain
Syt10	chr15	Uncertain
Syt11	chr3	Uncertain
Syt12	chr19	Uncertain
Syt13	chr2	Uncertain
Syt14	NA	Uncertain
Syt15	chr14	Uncertain
Syt16	NA	Uncertain
Syt17	NA	Uncertain
Syt2	NA	Uncertain
Syt3	chr7	Uncertain
Syt4	NA	Uncertain
Syt5	chr7	Uncertain
Syt6	chr3	Uncertain
Syt7	chr19	Uncertain
Syt8	chr7	Uncertain
Syt9	NA	Uncertain
Sytl1	chr4	Uncertain
Sytl2	chr7	Uncertain
Sytl3	chr17	Uncertain
Sytl4	NA	Uncertain
Syvn1	chr19	BAE
Szrd1	chr4	Uncertain
Szt2	chr4	Uncertain
T	NA	Uncertain
T2	NA	Uncertain
Taar5	NA	Uncertain
Tab1	chr15	Uncertain
Tab2	chr10	Uncertain
Tab3	NA	Uncertain
Tac1	chr6	Uncertain
Tac4	chr11	Uncertain
Tacc1	chr8	BAE
Tacc2	chr7	Uncertain
Tacc3	chr5	Uncertain
Taco1	chr11	Uncertain
Tacr1	NA	Uncertain
Tacr2	chr10	Uncertain
Tacstd2	chr6	Uncertain
Tada1	chr1	Uncertain
Tada2a	chr11	Uncertain
Tada2b	chr5	Uncertain
Tada3	chr6	Uncertain
Taf1	NA	Uncertain
Taf10	chr7	Uncertain
Taf11	chr17	Uncertain
Taf12	chr4	Uncertain
Taf13	chr3	Uncertain
Taf15	chr11	Uncertain
Taf1b	chr12	Uncertain
Taf1c	chr8	Uncertain
Taf1d	chr9	Uncertain
Taf2	chr15	Uncertain
Taf3	chr2	Uncertain
Taf4a	chr2	Uncertain
Taf4b	chr18	Uncertain
Taf5	chr19	BAE
Taf5l	chr8	Uncertain
Taf6	chr5	Uncertain
Taf6l	chr19	Uncertain
Taf7	chr18	Uncertain
Taf8	chr17	Uncertain
Taf9	chr13	Uncertain
Taf9b	NA	Uncertain
Tagap	NA	Uncertain
Tagln	chr9	Uncertain
Tagln2	chr1	BAE
Tagln3	chr16	Uncertain
Tal1	chr4	Uncertain
Tal2	chr4	Uncertain
Taldo1	chr7	Uncertain
Tamm41	chr6	Uncertain
Tanc1	chr2	Uncertain
Tanc2	chr11	Uncertain
Tango2	chr16	Uncertain
Tango6	chr8	Uncertain
Tank	chr2	Uncertain
Taok1	chr11	Uncertain
Taok2	chr7	Uncertain
Taok3	chr5	BAE
Tap1	chr17	BAE
Tap2	chr17	Uncertain
Tapbp	chr17	Uncertain
Tapbpl	chr6	Uncertain
Tapt1	chr5	Uncertain
Tarbp1	NA	Uncertain
Tarbp2	NA	Uncertain
Tardbp	chr4	Uncertain
Tars	chr15	BAE
Tars2	chr3	Uncertain
Tarsl2	chr7	Uncertain
Tas1r1	chr4	Uncertain
Tas1r3	chr4	Uncertain
Tas2r102	chr6	Uncertain
Tas2r119	chr15	Uncertain
Tas2r122	chr6	Uncertain
Tas2r130	chr6	Uncertain
Tas2r137	NA	Uncertain
Tasp1	chr2	Uncertain
Tatdn1	chr15	Uncertain
Tatdn2	chr6	Uncertain
Tatdn3	chr1	Uncertain
Tax1bp1	chr6	Uncertain
Taz	NA	Uncertain
Tbc1d1	chr5	Uncertain
Tbc1d10a	chr11	Uncertain
Tbc1d10b	chr7	Uncertain
Tbc1d10c	chr19	Uncertain
Tbc1d12	chr19	Uncertain
Tbc1d13	chr2	Uncertain
Tbc1d14	chr5	BAE
Tbc1d15	chr10	BAE
Tbc1d16	chr11	BAE
Tbc1d17	chr7	Uncertain
Tbc1d19	chr5	Uncertain
Tbc1d2	chr4	Uncertain
Tbc1d20	chr2	Uncertain
Tbc1d22a	chr15	BAE
Tbc1d22b	chr17	Uncertain
Tbc1d23	chr16	BAE
Tbc1d24	chr17	Uncertain
Tbc1d25	NA	Uncertain
Tbc1d2b	chr9	Uncertain
Tbc1d30	chr10	Uncertain
Tbc1d4	chr14	Uncertain
Tbc1d5	chr17	Uncertain
Tbc1d7	chr13	Uncertain
Tbc1d8	chr1	Uncertain
Tbc1d8b	NA	Uncertain
Tbc1d9	chr8	Uncertain
Tbc1d9b	chr11	BAE
Tbca	chr13	BAE
Tbcb	chr7	Uncertain
Tbcc	chr17	Uncertain
Tbccd1	chr16	Uncertain
Tbcd	chr11	BAE
Tbce	chr13	Uncertain
Tbcel	chr9	BAE
Tbck	chr3	Uncertain
Tbk1	chr10	BAE
Tbkbp1	chr11	Uncertain
Tbl1x	NA	Uncertain
Tbl1xr1	chr3	Uncertain
Tbl2	chr5	Uncertain
Tbl3	chr17	BAE
Tbp	chr17	Uncertain
Tbpl1	chr10	Uncertain
Tbpl2	chr2	Uncertain
Tbr1	chr2	Uncertain
Tbrg1	chr9	Uncertain
Tbrg3	chr15	Uncertain
Tbrg4	chr11	Uncertain
Tbx1	chr16	Uncertain
Tbx15	chr3	Uncertain
Tbx18	chr9	Uncertain
Tbx19	chr1	Uncertain
Tbx2	NA	Uncertain
Tbx20	chr9	Uncertain
Tbx21	chr11	Uncertain
Tbx3	chr5	Uncertain
Tbx4	chr11	Uncertain
Tbx6	chr7	Uncertain
Tbxa2r	chr10	Uncertain
Tbxas1	chr6	Uncertain
Tcaim	chr9	Uncertain
Tcam1	chr11	Uncertain
Tcap	chr11	Uncertain
Tcea1	chr1	BAE
Tcea2	chr2	Uncertain
Tcea3	chr4	Uncertain
Tceal1	NA	Uncertain
Tceal7	NA	Uncertain
Tceal8	NA	Uncertain
Tceanc	NA	Uncertain
Tceanc2	chr4	Uncertain
Tceb1	chr1	Uncertain
Tceb2	chr17	Uncertain
Tceb3	chr4	Uncertain
Tcerg1	chr18	BAE
Tcerg1l	NA	Uncertain
Tcf12	chr9	BAE
Tcf121	NA	Uncertain
Tcf19	chr17	Uncertain
Tcf20	chr15	BAE
Tcf23	chr5	Uncertain
Tcf25	chr8	Uncertain
Tcf3	chr10	rMAE
Tcf4	chr18	Uncertain
Tcf7	chr11	Uncertain
Tcf7l1	chr6	Uncertain
Tcf7l2	chr19	BAE
Tcfap2a	NA	Uncertain
Tcfap2c	NA	Uncertain
Tcfap4	NA	Uncertain
Tcfcp2	NA	Uncertain
Tcfcp2l1	NA	Uncertain
Tcfe3	NA	Uncertain
Tcfeb	NA	Uncertain
Tcfl5	NA	Uncertain
Tchh	chr3	Uncertain
Tchp	chr5	Uncertain
Tcirg1	chr19	Uncertain
Tcn2	chr11	Uncertain
Tcof1	chr18	BAE
Tcp1	NA	Uncertain
Tcp11	chr17	Uncertain
Tcp11l1	chr2	Uncertain
Tcp11l2	chr10	Uncertain
Tcte1	NA	Uncertain
Tcte2	chr17	Uncertain
Tctex1d2	chr16	Uncertain
Tctex1d4	chr4	Uncertain
Tctn1	chr5	Uncertain
Tctn2	chr5	Uncertain
Tctn3	chr19	Uncertain
Tdg	chr10	Uncertain
Tdgf1	chr9	Uncertain
Tdo2	NA	Uncertain
Tdp1	chr12	BAE
Tdp2	chr13	Uncertain
Tdrd1	chr19	Uncertain
Tdrd12	chr7	Uncertain
Tdrd3	chr14	Uncertain
Tdrd5	NA	Uncertain
Tdrd6	NA	Uncertain
Tdrd7	chr4	Uncertain
Tdrkh	chr3	Uncertain
Tead1	chr7	Uncertain
Tead2	chr7	Uncertain
Tead3	chr17	Uncertain
Tead4	chr6	Uncertain
Tec	chr5	Uncertain
Tecpr1	chr5	Uncertain
Tecpr2	chr12	Uncertain
Tecr	chr8	Uncertain
Tecta	chr9	Uncertain
Tef	chr15	Uncertain
Tefm	chr11	Uncertain
Tek	chr4	Uncertain
Tekt2	chr4	Uncertain
Telo2	chr17	Uncertain
Ten1	chr11	Uncertain
Tenc1	chr15	Uncertain
Tenm3	chr8	Uncertain
Tenm4	chr7	Uncertain
Tep1	chr14	Uncertain
Terf1	chr1	Uncertain
Terf2	chr8	Uncertain
Terf2ip	chr8	Uncertain
Tert	chr13	Uncertain
Tes	chr6	Uncertain
Tesc	NA	Uncertain
Tescl	chr7	Uncertain
Tesk1	chr4	Uncertain
Tesk2	chr4	Uncertain
Tespa1	chr10	Uncertain
Tet1	chr10	Uncertain
Tet2	chr3	Uncertain
Tet3	chr6	Uncertain
Tex10	chr4	Uncertain
Tex12	chr9	Uncertain
Tex14	chr11	Uncertain
Tex15	chr8	Uncertain
Tex19.2	chr11	Uncertain
Tex2	chr11	Uncertain
Tex26	chr5	Uncertain
Tex261	chr6	Uncertain
Tex264	chr9	Uncertain
Tex29	chr8	Uncertain
Tex30	chr1	Uncertain
Tex35	chr1	Uncertain
Tex38	chr4	Uncertain
Tex9	chr9	Uncertain
Tfam	chr10	Uncertain
Tfap2a	chr13	Uncertain
Tfap2c	chr2	Uncertain
Tfap2e	chr4	Uncertain
Tfap4	chr16	Uncertain
Tfb1m	chr17	Uncertain
Tfb2m	chr1	Uncertain
Tfcp2	chr15	Uncertain
Tfcp2l1	chr1	Uncertain
Tfdp1	chr8	Uncertain
Tfdp2	chr9	Uncertain
Tfeb	chr17	Uncertain
Tfec	chr6	Uncertain
Tfip11	chr5	Uncertain
Tfpi	chr2	Uncertain
Tfpi2	chr6	Uncertain
Tfpt	chr7	Uncertain
Tfr2	chr5	Uncertain
Tfrc	chr16	Uncertain
Tg	chr15	Uncertain
Tgds	chr14	Uncertain
Tgfa	chr6	Uncertain
Tgfb1	chr7	rMAE
Tgfb1i1	chr7	Uncertain
Tgfb2	chr1	Uncertain
Tgfb3	chr12	rMAE
Tgfbi	chr13	Uncertain
Tgfbr1	chr4	Uncertain
Tgfbr2	chr9	Uncertain
Tgfbr3	chr5	rMAE
Tgfbrap1	chr1	Uncertain
Tgif1	chr17	Uncertain
Tgif2	chr2	Uncertain
Tgm1	chr14	Uncertain
Tgm2	chr2	Uncertain
Tgm3	chr2	Uncertain
Tgm4	chr9	Uncertain
Tgm5	chr2	Uncertain
Tgm6	chr2	Uncertain
Tgoln1	chr6	Uncertain
Tgs1	chr4	Uncertain
Th1l	NA	BAE
Tha1	chr11	Uncertain
Thada	chr17	BAE
Thap1	chr8	Uncertain
Thap11	chr8	Uncertain
Thap2	chr10	Uncertain
Thap3	chr4	rMAE
Thap4	chr1	Uncertain
Thap6	chr5	Uncertain
Thap7	chr16	Uncertain
Thbd	chr2	Uncertain
Thbs1	chr2	Uncertain
Thbs2	chr17	Uncertain
Thbs3	chr3	Uncertain
Thbs4	chr13	Uncertain
Them4	chr3	Uncertain
Them5	NA	Uncertain
Them6	chr15	Uncertain
Themis	chr10	Uncertain
Themis2	chr4	Uncertain
Thg1l	NA	Uncertain
Thnsl1	chr2	Uncertain
Thnsl2	chr6	Uncertain
Thoc1	NA	Uncertain
Thoc3	chr13	Uncertain
Thoc5	chr11	Uncertain
Thoc6	chr17	Uncertain
Thoc7	chr14	Uncertain
Thop1	chr10	Uncertain
Thpo	chr16	Uncertain
Thra	chr11	Uncertain
Thrap3	chr4	BAE
Thrb	chr14	Uncertain
Thrsp	chr7	Uncertain
Thsd1	chr8	Uncertain
Thsd4	chr9	Uncertain
Thsd7a	chr6	Uncertain
Thsd7b	chr1	Uncertain
Thtpa	chr14	Uncertain
Thumpd1	chr7	Uncertain
Thumpd2	chr17	Uncertain
Thumpd3	chr6	Uncertain
Thy1	chr9	Uncertain
Thyn1	NA	Uncertain
Tia1	chr6	Uncertain
Tial1	chr7	Uncertain
Tiam1	chr16	Uncertain
Tiam2	chr17	Uncertain
Ticam1	chr17	Uncertain
Ticam2	chr18	Uncertain
Ticrr	chr7	Uncertain
Tie1	chr4	Uncertain
Tifa	chr3	BAE
Tifab	chr13	rMAE
Tigd2	chr6	Uncertain
Tigd3	chr19	Uncertain
Tigd4	chr3	Uncertain
Tigd5	chr15	Uncertain
Tigit	chr16	Uncertain
Timd2	chr11	Uncertain
Timd4	chr11	Uncertain
Timeless	chr10	rMAE
Timm13	chr10	Uncertain
Timm17a	chr1	Uncertain
Timm17b	NA	Uncertain
Timm21	chr18	Uncertain
Timm22	chr11	Uncertain
Timm23	chr14	Uncertain
Timm44	chr8	BAE
Timm50	chr7	Uncertain
Timm8a1	NA	Uncertain
Timm8a2	chr14	Uncertain
Timm9	chr12	Uncertain
Timmdc1	chr16	Uncertain
Timp1	NA	Uncertain
Timp2	chr11	Uncertain
Timp3	chr10	Uncertain
Timp4	NA	Uncertain
Tinagl1	chr4	Uncertain
Tinf2	chr14	Uncertain
Tiparp	chr3	BAE
Tipin	chr9	Uncertain
Tiprl	chr1	rMAE
Tirap	chr9	Uncertain
Tjap1	chr17	Uncertain
Tjp1	chr7	Uncertain
Tjp2	chr19	Uncertain
Tjp3	chr10	Uncertain
Tk1	chr11	Uncertain
Tk2	chr8	Uncertain
Tkt	chr14	Uncertain
Tktl1	NA	Uncertain
Tlcd1	chr11	Uncertain
Tlcd2	chr11	Uncertain
Tle1	chr4	Uncertain
Tle2	chr10	Uncertain
Tle3	chr9	rMAE
Tle4	chr19	Uncertain
Tle6	chr10	Uncertain
Tlk1	chr2	Uncertain
Tlk2	chr11	Uncertain
Tll1	chr8	Uncertain
Tll2	chr19	Uncertain
Tln1	chr4	Uncertain
Tln2	chr9	Uncertain
Tlr1	chr5	Uncertain
Tlr11	chr14	Uncertain
Tlr2	chr3	Uncertain
Tlr3	chr8	Uncertain
Tlr4	chr4	Uncertain
Tlr5	chr1	Uncertain
Tlr6	chr5	Uncertain
Tlr9	chr9	Uncertain
Tlx3	chr11	Uncertain
Tm2d1	chr4	Uncertain
Tm2d2	chr8	Uncertain
Tm2d3	chr7	Uncertain
Tm4sf1	chr3	Uncertain
Tm4sf19	chr16	Uncertain
Tm4sf20	chr1	Uncertain
Tm4sf4	chr3	Uncertain
Tm4sf5	chr11	Uncertain
Tm6sf1	chr7	Uncertain
Tm6sf2	chr8	Uncertain
Tm7sf2	chr19	Uncertain
Tm7sf3	chr6	Uncertain
Tm9sf1	chr14	Uncertain
Tm9sf2	chr14	Uncertain
Tm9sf3	chr19	Uncertain
Tm9sf4	chr2	Uncertain
Tma16	chr8	Uncertain
Tmbim1	chr1	Uncertain
Tmbim4	chr10	Uncertain
Tmbim6	chr15	Uncertain
Tmc2	chr2	Uncertain
Tmc3	chr7	Uncertain
Tmc4	chr7	Uncertain
Tmc5	chr7	Uncertain
Tmc6	chr11	Uncertain
Tmc7	chr7	Uncertain
Tmc8	chr11	Uncertain
Tmcc1	chr6	Uncertain
Tmcc2	chr1	Uncertain
Tmcc3	chr10	Uncertain
Tmco1	chr1	Uncertain
Tmco3	chr8	Uncertain
Tmco4	chr4	Uncertain
Tmco6	chr18	Uncertain
Tmco7	NA	BAE
Tmed1	chr9	Uncertain
Tmed10	chr12	BAE
Tmed11	chr5	Uncertain
Tmed2	chr5	Uncertain
Tmed3	chr9	Uncertain
Tmed4	chr11	Uncertain
Tmed5	chr5	Uncertain
Tmed6	chr8	Uncertain
Tmed7	chr18	BAE
Tmed8	chr12	Uncertain
Tmed9	chr13	Uncertain
Tmeff1	chr4	Uncertain
Tmeff2	chr1	Uncertain
Tmem100	chr11	Uncertain
Tmem101	chr11	Uncertain
Tmem102	NA	Uncertain
Tmem104	chr11	Uncertain
Tmem106a	chr11	Uncertain
Tmem106b	chr6	Uncertain
Tmem106c	chr15	Uncertain
Tmem107	chr11	Uncertain
Tmem108	chr9	rMAE
Tmem109	chr19	Uncertain
Tmem11	chr11	Uncertain
Tmem110	chr14	BAE
Tmem111	NA	Uncertain
Tmem115	chr9	Uncertain
Tmem116	chr5	Uncertain
Tmem117	chr15	Uncertain
Tmem119	chr5	Uncertain
Tmem120a	chr5	Uncertain
Tmem120b	chr5	Uncertain
Tmem121	chr12	Uncertain
Tmem123	chr9	BAE
Tmem125	chr4	Uncertain
Tmem126a	chr7	Uncertain
Tmem126b	chr7	Uncertain
Tmem127	chr2	BAE
Tmem128	chr5	Uncertain
Tmem129	chr5	Uncertain
Tmem130	chr5	Uncertain
Tmem131	chr1	BAE
Tmem132a	chr19	Uncertain
Tmem132b	NA	Uncertain
Tmem132c	NA	Uncertain
Tmem132d	chr5	Uncertain
Tmem132e	chr11	rMAE
Tmem134	chr19	Uncertain
Tmem135	chr7	rMAE
Tmem136	chr9	Uncertain
Tmem138	chr19	Uncertain
Tmem140	chr6	Uncertain
Tmem141	chr2	Uncertain
Tmem143	chr7	Uncertain
Tmem144	chr3	Uncertain
Tmem145	chr7	Uncertain
Tmem146	NA	Uncertain
Tmem147	chr7	Uncertain
Tmem149	NA	Uncertain
Tmem14a	chr1	Uncertain
Tmem14c	chr13	BAE
Tmem150a	chr6	Uncertain
Tmem150b	chr7	Uncertain
Tmem150c	chr5	Uncertain
Tmem151a	chr19	Uncertain
Tmem151b	chr17	Uncertain
Tmem154	chr3	Uncertain
Tmem158	chr9	Uncertain
Tmem159	chr7	Uncertain
Tmem160	chr7	Uncertain
Tmem161a	chr8	Uncertain
Tmem161b	chr13	Uncertain
Tmem163	chr1	Uncertain
Tmem164	NA	Uncertain
Tmem165	chr5	Uncertain
Tmem167	chr13	BAE
Tmem167b	chr3	Uncertain
Tmem168	chr6	Uncertain
Tmem169	chr1	Uncertain
Tmem17	chr11	Uncertain
Tmem170	chr8	Uncertain
Tmem170b	chr13	BAE
Tmem171	chr13	Uncertain
Tmem173	chr18	Uncertain
Tmem175	chr5	BAE
Tmem176a	NA	Uncertain
Tmem176b	chr6	Uncertain
Tmem177	chr1	Uncertain
Tmem178	chr17	Uncertain
Tmem179	chr12	Uncertain
Tmem179b	chr19	Uncertain
Tmem18	chr12	Uncertain
Tmem180	chr19	Uncertain
Tmem181a	chr17	Uncertain
Tmem181b-ps	chr17	Uncertain
Tmem182	NA	Uncertain
Tmem183a	chr1	Uncertain
Tmem184a	NA	Uncertain
Tmem184b	chr15	Uncertain
Tmem184c	chr8	Uncertain
Tmem186	chr16	Uncertain
Tmem188	NA	Uncertain
Tmem189	chr2	Uncertain
Tmem19	chr10	Uncertain
Tmem191c	chr16	Uncertain
Tmem192	chr8	Uncertain
Tmem194	chr10	Uncertain
Tmem194b	chr1	Uncertain
Tmem198	chr1	Uncertain
Tmem198b	chr10	Uncertain
Tmem199	chr11	Uncertain
Tmem2	chr19	Uncertain
Tmem20	NA	Uncertain
Tmem200a	chr10	Uncertain
Tmem200b	chr4	Uncertain
Tmem201	chr4	Uncertain
Tmem202	chr9	Uncertain
Tmem203	chr2	Uncertain
Tmem204	chr17	Uncertain
Tmem205	chr9	Uncertain
Tmem206	chr1	Uncertain
Tmem208	chr8	Uncertain
Tmem209	chr6	BAE
Tmem211	chr5	Uncertain
Tmem214	chr5	Uncertain
Tmem216	chr19	Uncertain
Tmem217	chr17	Uncertain
Tmem218	chr9	Uncertain
Tmem219	chr7	Uncertain
Tmem22	NA	Uncertain
Tmem220	chr11	Uncertain
Tmem221	chr8	Uncertain
Tmem222	chr4	Uncertain
Tmem223	chr19	Uncertain
Tmem229a	chr6	Uncertain
Tmem229b	chr12	Uncertain
Tmem230	chr2	Uncertain
Tmem231	chr8	Uncertain
Tmem232	chr17	Uncertain
Tmem234	chr4	Uncertain
Tmem236	chr2	Uncertain
Tmem237	chr1	Uncertain
Tmem238	chr7	Uncertain
Tmem239	chr2	Uncertain
Tmem240	chr4	Uncertain
Tmem241	chr18	Uncertain
Tmem242	chr17	Uncertain
Tmem243	chr5	Uncertain
Tmem245	chr4	Uncertain
Tmem248	chr5	Uncertain
Tmem25	chr9	Uncertain
Tmem251	chr12	Uncertain
Tmem252	chr19	Uncertain
Tmem253	chr14	Uncertain
Tmem258	chr19	Uncertain
Tmem259	chr10	Uncertain
Tmem26	chr10	Uncertain
Tmem28	NA	Uncertain
Tmem29	NA	Uncertain
Tmem30a	chr9	Uncertain
Tmem30b	chr12	Uncertain
Tmem33	chr5	Uncertain
Tmem37	chr1	Uncertain
Tmem38a	chr8	Uncertain
Tmem38b	chr4	Uncertain
Tmem39a	chr16	Uncertain
Tmem39b	chr4	Uncertain
Tmem40	chr6	Uncertain
Tmem41a	chr16	Uncertain
Tmem41b	chr7	Uncertain
Tmem42	chr9	Uncertain
Tmem43	chr6	Uncertain
Tmem44	chr16	Uncertain
Tmem45a	chr16	Uncertain
Tmem45b	chr9	Uncertain
Tmem47	NA	Uncertain
Tmem48	chr4	Uncertain
Tmem5	chr10	Uncertain
Tmem50a	chr4	Uncertain
Tmem50b	chr16	Uncertain
Tmem51	chr4	Uncertain
Tmem52	chr4	Uncertain
Tmem52b	chr6	Uncertain
Tmem53	chr4	Uncertain
Tmem54	NA	Uncertain
Tmem55a	chr4	Uncertain
Tmem55b	chr14	Uncertain
Tmem56	chr3	Uncertain
Tmem57	chr4	Uncertain
Tmem59	chr4	Uncertain
Tmem59l	chr8	Uncertain
Tmem60	chr5	Uncertain
Tmem62	chr2	Uncertain
Tmem63a	chr1	Uncertain
Tmem63b	chr17	Uncertain
Tmem64	chr4	Uncertain
Tmem65	chr15	BAE
Tmem66	chr8	Uncertain
Tmem67	chr4	Uncertain
Tmem68	chr4	Uncertain
Tmem69	chr4	Uncertain
Tmem70	chr1	Uncertain
Tmem71	chr15	Uncertain
Tmem72	chr6	Uncertain
Tmem74	chr15	Uncertain
Tmem79	chr3	Uncertain
Tmem8	chr17	Uncertain
Tmem80	chr7	Uncertain
Tmem81	chr1	Uncertain
Tmem82	chr4	Uncertain
Tmem85	NA	Uncertain
Tmem86a	chr7	Uncertain
Tmem86b	chr7	Uncertain
Tmem87a	chr2	Uncertain
Tmem87b	chr2	BAE
Tmem88	chr11	Uncertain
Tmem88b	chr4	Uncertain
Tmem8b	chr4	Uncertain
Tmem8c	NA	Uncertain
Tmem9	chr1	Uncertain
Tmem90a	NA	Uncertain
Tmem91	NA	Uncertain
Tmem95	NA	Uncertain
Tmem97	chr11	Uncertain
Tmem98	chr11	Uncertain
Tmem9b	chr7	Uncertain
Tmf1	chr6	Uncertain
Tmie	chr9	Uncertain
Tmigd1	chr11	Uncertain
Tmod1	chr4	Uncertain
Tmod2	chr9	Uncertain
Tmod3	chr9	BAE
Tmod4	chr3	Uncertain
Tmpo	chr10	Uncertain
Tmppe	chr9	rMAE
Tmprss11g	chr5	Uncertain
Tmprss13	NA	Uncertain
Tmprss2	chr16	Uncertain
Tmprss4	chr9	Uncertain
Tmprss5	NA	Uncertain
Tmprss6	chr15	Uncertain
Tmprss7	NA	Uncertain
Tmprss9	chr10	Uncertain
Tmsb10	NA	Uncertain
Tmsb15b1	NA	Uncertain
Tmsb15b2	NA	Uncertain
Tmsb15l	NA	Uncertain
Tmsb4x	NA	Uncertain
Tmtc1	chr6	Uncertain
Tmtc2	chr10	Uncertain
Tmtc3	chr10	Uncertain
Tmtc4	chr14	BAE
Tmub1	chr5	Uncertain
Tmub2	chr11	Uncertain
Tmx1	chr12	Uncertain
Tmx2	NA	Uncertain
Tmx3	chr18	Uncertain
Tmx4	chr2	Uncertain
Tnc	chr4	Uncertain
Tnf	chr17	Uncertain
Tnfaip1	chr11	Uncertain
Tnfaip2	chr12	Uncertain
Tnfaip3	chr10	rMAE
Tnfaip6	chr2	Uncertain
Tnfaip8	chr18	Uncertain
Tnfaip8l1	chr17	Uncertain
Tnfaip8l2	chr3	Uncertain
Tnfaip8l3	chr9	Uncertain
Tnfrsf10b	chr14	Uncertain
Tnfrsf11a	chr1	Uncertain
Tnfrsf11b	chr15	Uncertain
Tnfrsf12a	chr17	Uncertain
Tnfrsf13b	chr11	Uncertain
Tnfrsf13c	chr15	Uncertain
Tnfrsf14	chr4	Uncertain
Tnfrsf17	chr16	Uncertain
Tnfrsf18	chr4	Uncertain
Tnfrsf19	chr14	rMAE
Tnfrsf1a	chr6	Uncertain
Tnfrsf1b	chr4	Uncertain
Tnfrsf21	chr17	rMAE
Tnfrsf22	chr7	Uncertain
Tnfrsf23	chr7	Uncertain
Tnfrsf25	chr4	Uncertain
Tnfrsf26	chr7	rMAE
Tnfrsf4	chr4	Uncertain
Tnfrsf9	chr4	Uncertain
Tnfsf10	chr3	Uncertain
Tnfsf11	chr14	Uncertain
Tnfsf12	chr11	Uncertain
Tnfsf13	chr11	Uncertain
Tnfsf13b	chr8	Uncertain
Tnfsf14	chr17	Uncertain
Tnfsf15	chr4	Uncertain
Tnfsf18	chr1	Uncertain
Tnfsf4	chr1	Uncertain
Tnfsf8	chr4	Uncertain
Tnfsf9	chr17	Uncertain
Tnik	chr3	Uncertain
Tnip1	chr11	Uncertain
Tnip2	chr5	Uncertain
Tnip3	chr6	Uncertain
Tnk1	NA	Uncertain
Tnk2	chr16	Uncertain
Tnks	chr8	BAE
Tnks1bp1	chr2	Uncertain
Tnks2	chr19	BAE
Tnn	chr1	Uncertain
Tnnc1	chr14	Uncertain
Tnni1	NA	Uncertain
Tnni2	chr7	Uncertain
Tnni3	chr7	Uncertain
Tnnt1	chr7	Uncertain
Tnnt2	chr1	Uncertain
Tnnt3	chr7	Uncertain
Tnpo1	chr13	BAE
Tnpo2	chr8	BAE
Tnpo3	chr6	Uncertain
Tnr	NA	Uncertain
Tnrc18	chr5	Uncertain
Tnrc6a	chr7	BAE
Tnrc6b	chr15	BAE
Tnrc6c	chr11	BAE
Tns1	chr1	Uncertain
Tns3	chr11	Uncertain
Tns4	chr11	Uncertain
Tnxb	chr17	Uncertain
Tob1	chr11	Uncertain
Tob2	chr15	Uncertain
Toe1	chr4	Uncertain
Tollip	chr7	Uncertain
Tom1	chr8	BAE
Tom1l1	chr11	Uncertain
Tom1l2	chr11	Uncertain
Tomm20	chr8	Uncertain
Tomm20l	chr12	Uncertain
Tomm22	chr15	Uncertain
Tomm34	chr2	Uncertain
Tomm40	chr7	Uncertain
Tomm40l	chr1	Uncertain
Tomm6	chr17	Uncertain
Tomm7	chr5	Uncertain
Tomm70a	chr16	Uncertain
Tomt	chr7	Uncertain
Tonsl	chr15	Uncertain
Top1	chr2	BAE
Top1mt	chr15	Uncertain
Top2a	chr11	rMAE
Top2b	chr14	BAE
Top3a	chr11	Uncertain
Top3b	chr16	Uncertain
Topbp1	chr9	BAE
Topors	chr4	Uncertain
Tor1a	chr2	Uncertain
Tor1aip1	chr1	Uncertain
Tor1aip2	chr1	Uncertain
Tor1b	chr2	Uncertain
Tor2a	chr2	Uncertain
Tor3a	chr1	Uncertain
Tor4a	chr2	Uncertain
Tox	chr4	Uncertain
Tox2	NA	Uncertain
Tox3	NA	Uncertain
Tox4	chr14	Uncertain
Tpbg	chr9	Uncertain
Tpbpb	chr13	Uncertain
Tpcn1	chr5	Uncertain
Tpcn2	chr7	Uncertain
Tpd52	chr3	Uncertain
Tpd52l1	chr10	Uncertain
Tpd52l2	chr2	Uncertain
Tpgs1	chr10	Uncertain
Tpgs2	chr18	Uncertain
Tph2	chr10	Uncertain
Tpk1	chr6	Uncertain
Tpm1	chr9	Uncertain
